2015 OSAP Repayment Assistance Participation Rates by Program,,,,,
Ontario Colleges of Applied Arts and Technology,,,,,
INSTITUTION NAME,PROGRAM NAME,# of Borrowers 2012-13 (1),# of 12-13 Borrowers who received Repayment Assistance (2),2015 Repayment Assistance Participation Rate (3),
NIAGARA COLLEGE,Police Foundations,126,25,19.8%,
NIAGARA COLLEGE,Practical Nursing,122,43,35.2%,
NIAGARA COLLEGE,Public Relations,14,9,64.3%,
NIAGARA COLLEGE,Recreation And Leisure Services,9,3,33.3%,
NIAGARA COLLEGE,Recreation Therapy,24,6,25.0%,
NIAGARA COLLEGE,Renovation Techniques,10,4,40.0%,
NIAGARA COLLEGE,Retail Pharmacy Assistant,7,4,57.1%,
NIAGARA COLLEGE,Social Service Worker,30,10,33.3%,
NIAGARA COLLEGE,Sport Management,*,*,*,
NIAGARA COLLEGE,Tourism And Travel,9,5,55.6%,
NIAGARA COLLEGE,Welding Engineering Technician,25,5,20.0%,
NIAGARA COLLEGE,Welding Techniques,8,2,25.0%,
NIAGARA COLLEGE,Wine Business Management,*,*,*,
NIAGARA COLLEGE Total,,"2,261",679,30.0%,
,,,,,
NORTHERN COLLEGE,Animal Care,11,4,36.4%,
NORTHERN COLLEGE,Animal Grooming,10,5,50.0%,
NORTHERN COLLEGE,Business,*,*,*,
NORTHERN COLLEGE,Business - Accounting,10,5,50.0%,
NORTHERN COLLEGE,Business - Marketing,*,*,*,
NORTHERN COLLEGE,Business Administration,*,*,*,
NORTHERN COLLEGE,Business Administration - Accounting,7,3,42.9%,
NORTHERN COLLEGE,Business Administration - Human Resources,*,*,*,
NORTHERN COLLEGE,Child And Youth Worker,8,2,25.0%,
NORTHERN COLLEGE,Civil Engineering Technology,6,1,16.7%,
NORTHERN COLLEGE,Collaborative Nursing,28,6,21.4%,
NORTHERN COLLEGE,Community Economic And Social Development Administration,*,*,*,
NORTHERN COLLEGE,Computer Engineering Technician,*,*,*,
NORTHERN COLLEGE,Court And Administrative Tribunal Agent,6,2,33.3%,
NORTHERN COLLEGE,Developmental Services Worker,*,*,*,
NORTHERN COLLEGE,Early Childhood Education,10,1,10.0%,
NORTHERN COLLEGE,Educational Assistant,8,3,37.5%,
NORTHERN COLLEGE,Electrical Engineering Technician,11,2,18.2%,
NORTHERN COLLEGE,Electrical Engineering Technology,*,*,*,
NORTHERN COLLEGE,Fish And Wildlife Technician,*,*,*,
NORTHERN COLLEGE,General Arts And Science,6,2,33.3%,
NORTHERN COLLEGE,Instrumentation Engineering Technician,7,3,42.9%,
NORTHERN COLLEGE,Law Clerk,11,5,45.5%,
NORTHERN COLLEGE,Mechanical Technician,*,*,*,
NORTHERN COLLEGE,Mechanical Techniques,*,*,*,
NORTHERN COLLEGE,Medical Laboratory Assistant,*,*,*,
NORTHERN COLLEGE,Mining Engineering Technician,*,*,*,
NORTHERN COLLEGE,Motive Power Technician,*,*,*,
NORTHERN COLLEGE,Office Administration - Executive,*,*,*,
NORTHERN COLLEGE,Office Administration - General,10,3,30.0%,
NORTHERN COLLEGE,Paramedic,16,5,31.3%,
NORTHERN COLLEGE,Personal Support Worker,11,1,9.1%,
NORTHERN COLLEGE,Police Foundations,6,1,16.7%,
NORTHERN COLLEGE,Practical Nursing,33,10,30.3%,
NORTHERN COLLEGE,Pre-service Firefighter Education And Training,*,*,*,
NORTHERN COLLEGE,Preparatory Health Sciences,*,*,*,
NORTHERN COLLEGE,Social Service Worker,28,10,35.7%,
NORTHERN COLLEGE,Veterinary Technician,14,4,28.6%,
NORTHERN COLLEGE,Veterinary Technology,20,6,30.0%,
NORTHERN COLLEGE,Welder - Fitter,6,1,16.7%,
NORTHERN COLLEGE,Welding Engineering Technician,*,*,*,
NORTHERN COLLEGE,Welding Engineering Technology,*,*,*,
NORTHERN COLLEGE Total,,322,97,30.1%,
,,,, ,
SAULT COLLEGE,Aircraft Structural Repair Technician,13,2,15.4%,
SAULT COLLEGE,Aviation Flight Technology,29,15,51.7%,
SAULT COLLEGE,Building Inspection Technician,11,4,36.4%,
SAULT COLLEGE,Business,9,0,0.0%,
SAULT COLLEGE,Business - Accounting,8,2,25.0%,
SAULT COLLEGE,Business Management,*,*,*,
SAULT COLLEGE,Child And Youth Worker,14,7,50.0%,
SAULT COLLEGE,Civil Engineering Technician,6,2,33.3%,
SAULT COLLEGE,Collaborative Nursing,44,10,22.7%,
SAULT COLLEGE,Community Integration Through Co-operative Education,*,*,*,
SAULT COLLEGE,Computer Programmer,5,3,60.0%,
SAULT COLLEGE,Construction Techniques,15,5,33.3%,
SAULT COLLEGE,Culinary Management,*,*,*,
SAULT COLLEGE,Culinary Skills - Chef Training,*,*,*,
SAULT COLLEGE,Early Childhood Education,21,6,28.6%,
SAULT COLLEGE,Electrical Engineering Technician,17,3,17.6%,
SAULT COLLEGE,Electrical Engineering Technology,*,*,*,
SAULT COLLEGE,Environmental Technician,5,0,0.0%,
SAULT COLLEGE,Environmental Technology,9,3,33.3%,
SAULT COLLEGE,Esthetician,14,6,42.9%,
SAULT COLLEGE,Fish And Wildlife Technician,24,4,16.7%,
SAULT COLLEGE,Fitness And Health Promotion,*,*,*,
SAULT COLLEGE,Forestry Technician,7,4,57.1%,
SAULT COLLEGE,Game Design And Development,10,3,30.0%,
SAULT COLLEGE,General Arts And Science,14,6,42.9%,
SAULT COLLEGE,General Arts And Science - One-year,6,2,33.3%,
SAULT COLLEGE,Geographic Information Systems,12,5,41.7%,
SAULT COLLEGE,Graphic Design,6,2,33.3%,
SAULT COLLEGE,Hairstyling,17,8,47.1%,
SAULT COLLEGE,Hospitality Management,*,*,*,
SAULT COLLEGE,Law And Security Administration,5,2,40.0%,
SAULT COLLEGE,Machine Shop,15,6,40.0%,
SAULT COLLEGE,Manufacturing Engineering Technician,7,1,14.3%,
SAULT COLLEGE,Marine And Small Powered Equipment,*,*,*,
SAULT COLLEGE,Mechanical Engineering Technology,9,2,22.2%,
SAULT COLLEGE,Metal Fabrication Technician,16,7,43.8%,
SAULT COLLEGE,Motive Power Fundamentals,*,*,*,
SAULT COLLEGE,Motive Power Technician,12,1,8.3%,
SAULT COLLEGE,Motive Power Techniques - Heavy Equipment,*,*,*,
SAULT COLLEGE,Natural Resources - Law Enforcement,8,1,12.5%,
SAULT COLLEGE,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),13,2,15.4%,
SAULT COLLEGE,Office Administration - Executive,8,2,25.0%,
SAULT COLLEGE,Peace and Conflict Studies,*,*,*,
SAULT COLLEGE,Personal Support Worker,40,16,40.0%,
SAULT COLLEGE,Pharmacy Technician,10,4,40.0%,
SAULT COLLEGE,Police Foundations,25,9,36.0%,
SAULT COLLEGE,Practical Nursing,34,14,41.2%,
SAULT COLLEGE,Pre-technology,*,*,*,
SAULT COLLEGE,Preparatory Health Sciences,13,5,38.5%,
SAULT COLLEGE,Public Relations and Event Management,*,*,*,
SAULT COLLEGE,Social Service Worker,14,2,14.3%,
SAULT COLLEGE,Welding Techniques,9,0,0.0%,
SAULT COLLEGE Total,,583,194,33.3%,
,,,, ,
SENECA COLLEGE,911 And Emergency Response,24,6,25.0%,
SENECA COLLEGE,Accounting And Information Technology,18,6,33.3%,
SENECA COLLEGE,Accounting And Payroll,24,13,54.2%,
SENECA COLLEGE,Accounting Techniques,6,3,50.0%,
SENECA COLLEGE,Acting For Film And Television,24,12,50.0%,
SENECA COLLEGE,Advanced Security Management,8,4,50.0%,
SENECA COLLEGE,Air Carrier/airport Management,11,4,36.4%,
SENECA COLLEGE,Animation,31,12,38.7%,
SENECA COLLEGE,Art Fundamentals,24,12,50.0%,
SENECA COLLEGE,Autism And Behavioural Science,6,2,33.3%,
SENECA COLLEGE,Aviation Safety,8,2,25.0%,
SENECA COLLEGE,Bachelor Of Applied Business (financial Services Management),24,13,54.2%,
SENECA COLLEGE,Bachelor Of Applied Business (human Resources Strategy And Technology,31,16,51.6%,
SENECA COLLEGE,Bachelor Of Applied Business (international Business Management),*,*,*,
SENECA COLLEGE,Bachelor Of Applied Technology (flight Program),37,12,32.4%,
SENECA COLLEGE,Bachelor Of Applied Technology (informatics And Security),15,5,33.3%,
SENECA COLLEGE,Bachelor Of Applied Technology (software Development),24,8,33.3%,
SENECA COLLEGE,Bachelor of Applied Arts (Child Development),39,13,33.3%,
SENECA COLLEGE,Bachelor of Applied Arts (Therapeutic Recreation),9,1,11.1%,
SENECA COLLEGE,Bachelor of Applied Business (International Accounting And Finance),59,26,44.1%,
SENECA COLLEGE,Bachelor of Commerce (Business Management),19,10,52.6%,
SENECA COLLEGE,Bachelor of Interdisciplinary Studies,*,*,*,
SENECA COLLEGE,Bioinformatics,6,2,33.3%,
SENECA COLLEGE,Biotechnology Technologist,22,5,22.7%,
SENECA COLLEGE,Brand Management,5,1,20.0%,
SENECA COLLEGE,Broadcasting - Radio,18,6,33.3%,
SENECA COLLEGE,Broadcasting - Television,35,16,45.7%,
SENECA COLLEGE,Building Systems Engineering Technician,13,3,23.1%,
SENECA COLLEGE,Business,49,17,34.7%,
SENECA COLLEGE,Business - Accounting,98,40,40.8%,
SENECA COLLEGE,Business - Marketing,24,6,25.0%,
SENECA COLLEGE,Business Administration,125,38,30.4%,
SENECA COLLEGE,Business Administration - Accounting,120,38,31.7%,
SENECA COLLEGE,Business Administration - Human Resources,55,27,49.1%,
SENECA COLLEGE,Business Administration - International Business,22,7,31.8%,
SENECA COLLEGE,Business Administration - Marketing,23,8,34.8%,
SENECA COLLEGE,Chemical Engineering Technology,24,11,45.8%,
SENECA COLLEGE,Chemical Laboratory Technician,40,21,52.5%,
SENECA COLLEGE,Chemical Laboratory Technology,18,7,38.9%,
SENECA COLLEGE,Child And Youth Worker,39,17,43.6%,
SENECA COLLEGE,Civil Engineering Technician,17,6,35.3%,
SENECA COLLEGE,Civil Engineering Technology,85,32,37.6%,
SENECA COLLEGE,Collaborative Nursing,67,17,25.4%,
SENECA COLLEGE,College Vocational,10,3,30.0%,
SENECA COLLEGE,Computer Animation,15,4,26.7%,
SENECA COLLEGE,Computer Engineering Technology,48,13,27.1%,
SENECA COLLEGE,Computer Networking And Technical Support,48,15,31.3%,
SENECA COLLEGE,Computer Programmer,24,13,54.2%,
SENECA COLLEGE,Computer Programmer Analyst,74,19,25.7%,
SENECA COLLEGE,Computer Systems Technology,89,34,38.2%,
SENECA COLLEGE,Corporate Media Production,6,2,33.3%,
SENECA COLLEGE,Cosmetic Techniques,33,12,36.4%,
SENECA COLLEGE,Court And Tribunal Administration,16,7,43.8%,
SENECA COLLEGE,Court And Tribunal Agent,99,52,52.5%,
SENECA COLLEGE,Creative Advertising,24,8,33.3%,
SENECA COLLEGE,Database Application Developer,7,1,14.3%,
SENECA COLLEGE,Digital Photography And Imaging,30,15,50.0%,
SENECA COLLEGE,Early Childhood Education,221,78,35.3%,
SENECA COLLEGE,Electronics Engineering Technician,22,5,22.7%,
SENECA COLLEGE,Electronics Engineering Technology,36,12,33.3%,
SENECA COLLEGE,Enterprise Database Management,12,0,0.0%,
SENECA COLLEGE,Environmental Control,6,4,66.7%,
SENECA COLLEGE,Environmental Technician,6,2,33.3%,
SENECA COLLEGE,Environmental Technology,11,3,27.3%,
SENECA COLLEGE,Esthetician,15,4,26.7%,
SENECA COLLEGE,Esthetics and Spa Therapies,11,2,18.2%,
SENECA COLLEGE,Event Management,11,6,54.5%,
SENECA COLLEGE,Fashion Arts,32,19,59.4%,
SENECA COLLEGE,Fashion Merchandising,30,12,40.0%,
SENECA COLLEGE,Financial Planning Management,11,7,63.6%,
SENECA COLLEGE,Financial Services,5,1,20.0%,
SENECA COLLEGE,Financial Services Compliance Administration,*,*,*,
SENECA COLLEGE,Fire Protection Technician,23,10,43.5%,
SENECA COLLEGE,Fire Protection Technology,39,7,17.9%,
SENECA COLLEGE,Flight Services,*,*,*,
SENECA COLLEGE,Forensic Accounting,*,*,*,
SENECA COLLEGE,Game Design And Development,9,2,22.2%,
SENECA COLLEGE,General Arts And Science,96,34,35.4%,
SENECA COLLEGE,General Arts And Science - One-year,73,30,41.1%,
SENECA COLLEGE,Government Administration,7,4,57.1%,
SENECA COLLEGE,Graphic Design,44,19,43.2%,
SENECA COLLEGE,Green Business Management,16,7,43.8%,
SENECA COLLEGE,Hospitality Management,35,12,34.3%,
SENECA COLLEGE,Human Resources Management,35,13,37.1%,
SENECA COLLEGE,Independent Illustration,21,11,52.4%,
SENECA COLLEGE,Independent Music Production,31,10,32.3%,
SENECA COLLEGE,Insurance,24,8,33.3%,
SENECA COLLEGE,Integrated Office Systems,12,9,75.0%,
SENECA COLLEGE,International Business,31,10,32.3%,
SENECA COLLEGE,Journalism - Broadcast,27,11,40.7%,
SENECA COLLEGE,Law And Security Administration,114,38,33.3%,
SENECA COLLEGE,Law Clerk,89,31,34.8%,
SENECA COLLEGE,Library And Information Technician,29,12,41.4%,
SENECA COLLEGE,Logistics And Supply Chain Management,21,6,28.6%,
SENECA COLLEGE,Marketing Management,5,3,60.0%,
SENECA COLLEGE,Mechanical Engineering Technician,*,*,*,
SENECA COLLEGE,Mechanical Engineering Technology,22,9,40.9%,
SENECA COLLEGE,Mechanical Techniques,10,2,20.0%,
SENECA COLLEGE,Media Arts,51,25,49.0%,
SENECA COLLEGE,Office Administration - Executive,32,22,68.8%,
SENECA COLLEGE,Office Administration - Legal,13,6,46.2%,
SENECA COLLEGE,Office Administration - Medical,86,39,45.3%,
SENECA COLLEGE,Opticianry,33,10,30.3%,
SENECA COLLEGE,Personal Financial Services,*,*,*,
SENECA COLLEGE,Practical Nursing,168,77,45.8%,
SENECA COLLEGE,Pre-business,42,13,31.0%,
SENECA COLLEGE,Pre-media,*,*,*,
SENECA COLLEGE,Pre-service Firefighter Education And Training,54,18,33.3%,
SENECA COLLEGE,Pre-technology,18,5,27.8%,
SENECA COLLEGE,Preparatory Health Sciences,35,13,37.1%,
SENECA COLLEGE,Professional Accounting Practice,10,2,20.0%,
SENECA COLLEGE,Project Management,16,9,56.3%,
SENECA COLLEGE,Property Management,20,6,30.0%,
SENECA COLLEGE,Public Relations,40,16,40.0%,
SENECA COLLEGE,Recreation - Parks Operation And Services,10,4,40.0%,
SENECA COLLEGE,Recreation And Leisure Services,11,2,18.2%,
SENECA COLLEGE,Regulatory Affairs,18,4,22.2%,
SENECA COLLEGE,Retail Florist,8,2,25.0%,
SENECA COLLEGE,Social Service Worker,234,119,50.9%,
SENECA COLLEGE,Technical Writer,13,6,46.2%,
SENECA COLLEGE,Tourism And Travel,118,39,33.1%,
SENECA COLLEGE,Transportation And Distribution,41,15,36.6%,
SENECA COLLEGE,Travel Counsellor,16,4,25.0%,
SENECA COLLEGE,Underwater Skills,18,5,27.8%,
SENECA COLLEGE,Veterinary Technician,50,10,20.0%,
SENECA COLLEGE,Visual Merchandising Arts,13,6,46.2%,
SENECA COLLEGE,Wireless Telecommunications,*,*,*,
SENECA COLLEGE Total,,"4,299","1,638",38.1%,
,,,,,
SHERIDAN COLLEGE,"Advanced Special Effects Makeup, Prosthetics and Props",34,15,44.1%,
SHERIDAN COLLEGE,Advanced Television And Film,20,6,30.0%,
SHERIDAN COLLEGE,Advertising,82,27,32.9%,
SHERIDAN COLLEGE,Advertising - Media Marketing And Sales,8,4,50.0%,
SHERIDAN COLLEGE,Animal Care,46,12,26.1%,
SHERIDAN COLLEGE,Architectural Technician,10,2,20.0%,
SHERIDAN COLLEGE,Architectural Technology,49,15,30.6%,
SHERIDAN COLLEGE,Art Fundamentals,85,29,34.1%,
SHERIDAN COLLEGE,Bachelor Of Applied Arts (animation),76,26,34.2%,
SHERIDAN COLLEGE,Bachelor Of Applied Arts (illustration),66,35,53.0%,
SHERIDAN COLLEGE,Bachelor Of Applied Arts (interior Design),8,1,12.5%,
SHERIDAN COLLEGE,Bachelor Of Applied Business (international Business Management),10,4,40.0%,
SHERIDAN COLLEGE,Bachelor Of Applied Health Sciences (athletic Therapy),41,18,43.9%,
SHERIDAN COLLEGE,Bachelor Of Applied Information Sciences (information Systems Security),10,4,40.0%,
SHERIDAN COLLEGE,Bachelor of Applied Arts (Music Theatre Performance),*,*,*,
SHERIDAN COLLEGE,Bachelor of Applied Arts (Photography),18,4,22.2%,
SHERIDAN COLLEGE,Bachelor of Applied Health Sciences (Exercise Sciences and Health Promotion),8,4,50.0%,
SHERIDAN COLLEGE,Bachelor of Early Childhood Leadership,24,12,50.0%,
SHERIDAN COLLEGE,Banking And Wealth Management,21,4,19.0%,
SHERIDAN COLLEGE,Business,7,5,71.4%,
SHERIDAN COLLEGE,Business - Accounting,26,13,50.0%,
SHERIDAN COLLEGE,Business - Human Resources,27,10,37.0%,
SHERIDAN COLLEGE,Business - Marketing,27,7,25.9%,
SHERIDAN COLLEGE,Business Administration,24,8,33.3%,
SHERIDAN COLLEGE,Business Administration - Accounting,87,33,37.9%,
SHERIDAN COLLEGE,Business Administration - Finance,85,27,31.8%,
SHERIDAN COLLEGE,Business Administration - Human Resources,55,18,32.7%,
SHERIDAN COLLEGE,Business Administration - Marketing,70,19,27.1%,
SHERIDAN COLLEGE,Business Process Management,*,*,*,
SHERIDAN COLLEGE,Ceramics - Advanced,7,2,28.6%,
SHERIDAN COLLEGE,Chemical Engineering Technician,6,4,66.7%,
SHERIDAN COLLEGE,Chemical Engineering Technology,21,8,38.1%,
SHERIDAN COLLEGE,Child And Youth Worker,101,41,40.6%,
SHERIDAN COLLEGE,Community And Justice Services,77,40,51.9%,
SHERIDAN COLLEGE,Community Worker,15,9,60.0%,
SHERIDAN COLLEGE,Computer Animation,18,8,44.4%,
SHERIDAN COLLEGE,Computer Engineering Technology,22,2,9.1%,
SHERIDAN COLLEGE,Computer Graphics,5,1,20.0%,
SHERIDAN COLLEGE,Computer Networking And Technical Support,25,7,28.0%,
SHERIDAN COLLEGE,Computer Programmer,39,17,43.6%,
SHERIDAN COLLEGE,Computer Systems Technology,101,27,26.7%,
SHERIDAN COLLEGE,Cosmetic Techniques,40,16,40.0%,
SHERIDAN COLLEGE,Court And Tribunal Agent,94,37,39.4%,
SHERIDAN COLLEGE,Design And Visual Arts - General,22,5,22.7%,
SHERIDAN COLLEGE,Digital Design - Game Design,*,*,*,
SHERIDAN COLLEGE,Early Childhood Education,194,73,37.6%,
SHERIDAN COLLEGE,Educational Assistant,22,5,22.7%,
SHERIDAN COLLEGE,Electrical Techniques,56,11,19.6%,
SHERIDAN COLLEGE,Electro-mechanical Engineering Technology,17,5,29.4%,
SHERIDAN COLLEGE,Electronics Engineering Technician,5,2,40.0%,
SHERIDAN COLLEGE,Electronics Engineering Technology,15,7,46.7%,
SHERIDAN COLLEGE,Emergency Management,*,*,*,
SHERIDAN COLLEGE,Enterprise Database Management,*,*,*,
SHERIDAN COLLEGE,Environmental Control,12,3,25.0%,
SHERIDAN COLLEGE,Environmental Technician,*,*,*,
SHERIDAN COLLEGE,Esthetician,11,2,18.2%,
SHERIDAN COLLEGE,Film And Television Production,52,22,42.3%,
SHERIDAN COLLEGE,Fine Arts And Crafts - Advanced,49,22,44.9%,
SHERIDAN COLLEGE,Fundamentals of Fitness Leadership,13,5,38.5%,
SHERIDAN COLLEGE,Game Design And Development,5,4,80.0%,
SHERIDAN COLLEGE,General Arts And Science,132,48,36.4%,
SHERIDAN COLLEGE,Human Resources Management,55,27,49.1%,
SHERIDAN COLLEGE,Interior Decorating,35,7,20.0%,
SHERIDAN COLLEGE,Interior Design,*,*,*,
SHERIDAN COLLEGE,International Business Management,14,7,50.0%,
SHERIDAN COLLEGE,Investigation - Public And Private,29,10,34.5%,
SHERIDAN COLLEGE,Journalism - New Media,14,5,35.7%,
SHERIDAN COLLEGE,Journalism - Print And Broadcasting,37,16,43.2%,
SHERIDAN COLLEGE,Manufacturing Management,*,*,*,
SHERIDAN COLLEGE,Marketing Management,*,*,*,
SHERIDAN COLLEGE,Marketing Management Co-op,14,5,35.7%,
SHERIDAN COLLEGE,Marketing Management Post Diploma Co-op,10,4,40.0%,
SHERIDAN COLLEGE,Marketing Management Post Diploma Non Co-op,*,*,*,
SHERIDAN COLLEGE,Mechanical Engineering Technician,5,1,20.0%,
SHERIDAN COLLEGE,Mechanical Engineering Technology,32,5,15.6%,
SHERIDAN COLLEGE,Mechanical Technician,*,*,*,
SHERIDAN COLLEGE,Mechanical Techniques,73,18,24.7%,
SHERIDAN COLLEGE,Media Arts - Interactive Multimedia,10,1,10.0%,
SHERIDAN COLLEGE,Media Fundamentals,25,6,24.0%,
SHERIDAN COLLEGE,Microcomputer Support Services,*,*,*,
SHERIDAN COLLEGE,Music Theatre - Performance,11,7,63.6%,
SHERIDAN COLLEGE,Office Administration - Executive,26,8,30.8%,
SHERIDAN COLLEGE,Office Administration - Legal,18,5,27.8%,
SHERIDAN COLLEGE,Office Administration - Medical,25,11,44.0%,
SHERIDAN COLLEGE,Personal Financial Services,6,1,16.7%,
SHERIDAN COLLEGE,Personal Support Worker,20,6,30.0%,
SHERIDAN COLLEGE,Pharmacy Technician,22,11,50.0%,
SHERIDAN COLLEGE,Police Foundations,119,27,22.7%,
SHERIDAN COLLEGE,Practical Nursing,81,43,53.1%,
SHERIDAN COLLEGE,Pre - Theatre Arts,18,5,27.8%,
SHERIDAN COLLEGE,Project Management,18,8,44.4%,
SHERIDAN COLLEGE,Public Relations,11,8,72.7%,
SHERIDAN COLLEGE,Quality Assurance - Manufacturing And Management,*,*,*,
SHERIDAN COLLEGE,Retail Pharmacy Assistant,5,1,20.0%,
SHERIDAN COLLEGE,Social Service Worker,183,94,51.4%,
SHERIDAN COLLEGE,Tool And Die Making,*,*,*,
SHERIDAN COLLEGE,Telecommunications Technology,17,6,35.3%,
SHERIDAN COLLEGE,Theatrical Production Arts,10,2,20.0%,
SHERIDAN COLLEGE,Tourism And Travel,30,9,30.0%,
SHERIDAN COLLEGE,Veterinary Technician,29,5,17.2%,
SHERIDAN COLLEGE,Visual Merchandising Arts,25,5,20.0%,
SHERIDAN COLLEGE,Welding Techniques,25,5,20.0%,
SHERIDAN COLLEGE,York/Sheridan Joint Degree Program,66,12,18.2%,
SHERIDAN COLLEGE Total,,"3,358","1,197",35.6%,
,, , , ,
ST. CLAIR COLLEGE,Advertising,27,7,25.9%,
ST. CLAIR COLLEGE,American Sign Language - English Interpreter,*,*,*,
ST. CLAIR COLLEGE,Animation,13,2,15.4%,
ST. CLAIR COLLEGE,Architectural Technology,21,7,33.3%,
ST. CLAIR COLLEGE,Autism And Behavioural Science,15,7,46.7%,
ST. CLAIR COLLEGE,Business,14,5,35.7%,
ST. CLAIR COLLEGE,Business - Accounting,16,6,37.5%,
ST. CLAIR COLLEGE,Business - Marketing,17,3,17.6%,
ST. CLAIR COLLEGE,Business Administration - Accounting,40,21,52.5%,
ST. CLAIR COLLEGE,Business Administration - Finance,8,2,25.0%,
ST. CLAIR COLLEGE,Business Administration - Human Resources,32,16,50.0%,
ST. CLAIR COLLEGE,Business Administration - International Business,6,2,33.3%,
ST. CLAIR COLLEGE,Business Administration - Marketing,22,13,59.1%,
ST. CLAIR COLLEGE,Business Administration - Professional Golf Management,*,*,*,
ST. CLAIR COLLEGE,Cardiovascular Technology,7,0,0.0%,
ST. CLAIR COLLEGE,Cardiovascular Technology-review,6,3,50.0%,
ST. CLAIR COLLEGE,Chemical Engineering Technology,9,5,55.6%,
ST. CLAIR COLLEGE,Child And Youth Worker,45,21,46.7%,
ST. CLAIR COLLEGE,Civil Engineering Technology,28,10,35.7%,
ST. CLAIR COLLEGE,Collaborative Nursing,42,18,42.9%,
ST. CLAIR COLLEGE,Community And Justice Services,6,5,83.3%,
ST. CLAIR COLLEGE,Community And Justice Services,*,*,*,
ST. CLAIR COLLEGE,Computer Systems Technician,*,*,*,
ST. CLAIR COLLEGE,Computer Systems Technology,33,11,33.3%,
ST. CLAIR COLLEGE,Construction Engineering Technician,10,6,60.0%,
ST. CLAIR COLLEGE,Court And Tribunal Agent,13,6,46.2%,
ST. CLAIR COLLEGE,Culinary Management,43,17,39.5%,
ST. CLAIR COLLEGE,Dental Assisting (levels I And Ii),26,9,34.6%,
ST. CLAIR COLLEGE,Dental Hygiene,10,0,0.0%,
ST. CLAIR COLLEGE,Developmental Services Worker,33,15,45.5%,
ST. CLAIR COLLEGE,Diagnostic Medical Sonography,*,*,*,
ST. CLAIR COLLEGE,Early Childhood Education,85,30,35.3%,
ST. CLAIR COLLEGE,Educational Assistant,25,7,28.0%,
ST. CLAIR COLLEGE,Electrical Engineering Technician,8,2,25.0%,
ST. CLAIR COLLEGE,Electrical Techniques,48,12,25.0%,
ST. CLAIR COLLEGE,Electronics Engineering Technology,8,2,25.0%,
ST. CLAIR COLLEGE,Energy Systems Engineering Technology,8,1,12.5%,
ST. CLAIR COLLEGE,Entertainment Technology,17,9,52.9%,
ST. CLAIR COLLEGE,Esthetician,39,17,43.6%,
ST. CLAIR COLLEGE,Fitness and Health Training,8,3,37.5%,
ST. CLAIR COLLEGE,Food Service Management,5,4,80.0%,
ST. CLAIR COLLEGE,General Arts And Science,32,13,40.6%,
ST. CLAIR COLLEGE,Graphic Design,17,6,35.3%,
ST. CLAIR COLLEGE,Hairstylist Certificate,22,10,45.5%,
ST. CLAIR COLLEGE,"Heating, Refrigeration And Air Conditioning Technician",16,6,37.5%,
ST. CLAIR COLLEGE,Horticulture Technician,12,3,25.0%,
ST. CLAIR COLLEGE,Hospitality Management,25,12,48.0%,
ST. CLAIR COLLEGE,Interior Design,22,7,31.8%,
ST. CLAIR COLLEGE,International Trade Management,*,*,*,
ST. CLAIR COLLEGE,Journalism - Print And Broadcasting,16,6,37.5%,
ST. CLAIR COLLEGE,Law And Security Administration,48,13,27.1%,
ST. CLAIR COLLEGE,Liberal Arts,5,2,40.0%,
ST. CLAIR COLLEGE,Manufacturing Technician - Wood Products,11,4,36.4%,
ST. CLAIR COLLEGE,Mechanical Engineering Technician,*,*,*,
ST. CLAIR COLLEGE,Mechanical Engineering Technology,12,0,0.0%,
ST. CLAIR COLLEGE,Mechanical Technician,12,4,33.3%,
ST. CLAIR COLLEGE,Media Convergence,6,3,50.0%,
ST. CLAIR COLLEGE,Medical Imaging Technology - Ultrasonography,*,*,*,
ST. CLAIR COLLEGE,Medical Laboratory Assistant,14,5,35.7%,
ST. CLAIR COLLEGE,Medical Laboratory Technology,11,2,18.2%,
ST. CLAIR COLLEGE,Motive Power Technician,18,5,27.8%,
ST. CLAIR COLLEGE,Music Theatre - Performance,14,7,50.0%,
ST. CLAIR COLLEGE,Native Community Worker,*,*,*,
ST. CLAIR COLLEGE,Occupational Therapist Assistant Physiotherapist,12,4,33.3%,
ST. CLAIR COLLEGE,Office Administration - General,122,65,53.3%,
ST. CLAIR COLLEGE,Office Administration - Legal,17,7,41.2%,
ST. CLAIR COLLEGE,Paramedic,27,8,29.6%,
ST. CLAIR COLLEGE,Personal Support Worker,138,47,34.1%,
ST. CLAIR COLLEGE,Pharmacy Technician,18,6,33.3%,
ST. CLAIR COLLEGE,Plumbing Techniques,14,3,21.4%,
ST. CLAIR COLLEGE,Police Foundations,24,8,33.3%,
ST. CLAIR COLLEGE,Powerline Technician,15,1,6.7%,
ST. CLAIR COLLEGE,Practical Nursing,171,73,42.7%,
ST. CLAIR COLLEGE,Pre-technology,19,7,36.8%,
ST. CLAIR COLLEGE,Preparatory Health Sciences,127,46,36.2%,
ST. CLAIR COLLEGE,"Protection, Security And Investigation",68,13,19.1%,
ST. CLAIR COLLEGE,Public Relations,6,4,66.7%,
ST. CLAIR COLLEGE,Renovation Techniques,7,3,42.9%,
ST. CLAIR COLLEGE,Respiratory Therapy,*,*,*,
ST. CLAIR COLLEGE,Social Service Worker - Gerontology,12,4,33.3%,
ST. CLAIR COLLEGE,Stationary Engineering Technology,10,2,20.0%,
