Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2015/2016,British Columbia,"Mathematics, computer and information sciences",v62427320,11.10,9473.000
2016/2017,British Columbia,"Mathematics, computer and information sciences",v62427320,11.10,13358.000
2017/2018,British Columbia,"Mathematics, computer and information sciences",v62427320,11.10,13729.000
2006/2007,British Columbia,Engineering,v62427321,11.11,4003.000
2007/2008,British Columbia,Engineering,v62427321,11.11,3839.000
2008/2009,British Columbia,Engineering,v62427321,11.11,4689.000
2009/2010,British Columbia,Engineering,v62427321,11.11,8114.000
2010/2011,British Columbia,Engineering,v62427321,11.11,8418.000
2011/2012,British Columbia,Engineering,v62427321,11.11,8936.000
2012/2013,British Columbia,Engineering,v62427321,11.11,9065.000
2013/2014,British Columbia,Engineering,v62427321,11.11,9295.000
2014/2015,British Columbia,Engineering,v62427321,11.11,9881.000
2015/2016,British Columbia,Engineering,v62427321,11.11,14184.000
2016/2017,British Columbia,Engineering,v62427321,11.11,15122.000
2017/2018,British Columbia,Engineering,v62427321,11.11,15425.000
2006/2007,British Columbia,Architecture and related technologies,v62427322,11.12,4332.000
2007/2008,British Columbia,Architecture and related technologies,v62427322,11.12,4419.000
2008/2009,British Columbia,Architecture and related technologies,v62427322,11.12,4425.000
2009/2010,British Columbia,Architecture and related technologies,v62427322,11.12,4513.000
2010/2011,British Columbia,Architecture and related technologies,v62427322,11.12,4604.000
2011/2012,British Columbia,Architecture and related technologies,v62427322,11.12,4696.000
2012/2013,British Columbia,Architecture and related technologies,v62427322,11.12,4789.000
2013/2014,British Columbia,Architecture and related technologies,v62427322,11.12,4885.000
2014/2015,British Columbia,Architecture and related technologies,v62427322,11.12,4983.000
2015/2016,British Columbia,Architecture and related technologies,v62427322,11.12,5083.000
2016/2017,British Columbia,Architecture and related technologies,v62427322,11.12,6369.000
2017/2018,British Columbia,Architecture and related technologies,v62427322,11.12,6497.000
2006/2007,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,3035.000
2007/2008,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,6678.000
2008/2009,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,6228.000
2009/2010,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,8351.000
2010/2011,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,8989.000
2011/2012,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,9168.000
2012/2013,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,9125.000
2013/2014,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,9113.000
2014/2015,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,9246.000
2015/2016,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,9366.000
2016/2017,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,8712.000
2017/2018,British Columbia,"Agriculture, natural resources and conservation",v62427323,11.13,8886.000
2007/2008,British Columbia,Dentistry,v62427324,11.14,3095.000
2008/2009,British Columbia,Dentistry,v62427324,11.14,4098.000
2009/2010,British Columbia,Dentistry,v62427324,11.14,4139.000
2010/2011,British Columbia,Dentistry,v62427324,11.14,9819.000
2011/2012,British Columbia,Dentistry,v62427324,11.14,10016.000
2012/2013,British Columbia,Dentistry,v62427324,11.14,F
2013/2014,British Columbia,Dentistry,v62427324,11.14,10420.000
2014/2015,British Columbia,Dentistry,v62427324,11.14,10628.000
2015/2016,British Columbia,Dentistry,v62427324,11.14,10841.000
2016/2017,British Columbia,Dentistry,v62427324,11.14,11058.000
2017/2018,British Columbia,Dentistry,v62427324,11.14,11279.000
2007/2008,British Columbia,Medicine,v62427325,11.15,3095.000
2008/2009,British Columbia,Medicine,v62427325,11.15,4178.000
2009/2010,British Columbia,Medicine,v62427325,11.15,..
2010/2011,British Columbia,Medicine,v62427325,11.15,..
2011/2012,British Columbia,Medicine,v62427325,11.15,..
2012/2013,British Columbia,Medicine,v62427325,11.15,F
2013/2014,British Columbia,Medicine,v62427325,11.15,F
2014/2015,British Columbia,Medicine,v62427325,11.15,F
2015/2015,British Columbia,Medicine,v62427325,11.15,..
2016/2016,British Columbia,Medicine,v62427325,11.15,..
2017/2017,British Columbia,Medicine,v62427325,11.15,..
2007/2008,British Columbia,Nursing,v62427326,11.16,3375.000
2008/2009,British Columbia,Nursing,v62427326,11.16,4088.000
2009/2010,British Columbia,Nursing,v62427326,11.16,4182.000
2010/2011,British Columbia,Nursing,v62427326,11.16,4265.000
2011/2012,British Columbia,Nursing,v62427326,11.16,4351.000
2012/2013,British Columbia,Nursing,v62427326,11.16,4458.000
2013/2014,British Columbia,Nursing,v62427326,11.16,4537.000
2014/2015,British Columbia,Nursing,v62427326,11.16,4781.000
2015/2016,British Columbia,Nursing,v62427326,11.16,4821.000
2016/2017,British Columbia,Nursing,v62427326,11.16,4942.000
2017/2018,British Columbia,Nursing,v62427326,11.16,5074.000
2008/2009,British Columbia,Pharmacy,v62427327,11.17,24387.000
2009/2010,British Columbia,Pharmacy,v62427327,11.17,14487.000
2010/2011,British Columbia,Pharmacy,v62427327,11.17,14776.000
2011/2012,British Columbia,Pharmacy,v62427327,11.17,15072.000
2012/2013,British Columbia,Pharmacy,v62427327,11.17,F
2013/2014,British Columbia,Pharmacy,v62427327,11.17,24656.000
2014/2015,British Columbia,Pharmacy,v62427327,11.17,25149.000
2015/2016,British Columbia,Pharmacy,v62427327,11.17,25652.000
2016/2017,British Columbia,Pharmacy,v62427327,11.17,26165.000
2017/2018,British Columbia,Pharmacy,v62427327,11.17,4802.000
2006/2007,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,3469.000
2007/2008,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,4186.000
2008/2009,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,5587.000
2009/2010,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,4557.000
2010/2011,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,5003.000
2011/2012,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,7514.000
2012/2013,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,7767.000
2013/2014,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,8001.000
2014/2015,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,7893.000
2015/2016,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,8002.000
2016/2017,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,5548.000
2017/2018,British Columbia,"Other health, parks, recreation and fitness",v62427328,11.19,5659.000
