Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2006/2007,Canada,Education,v62427282,1.1,4627.000
2007/2008,Canada,Education,v62427282,1.1,4353.000
2008/2009,Canada,Education,v62427282,1.1,4697.000
2009/2010,Canada,Education,v62427282,1.1,4410.000
2010/2011,Canada,Education,v62427282,1.1,4981.000
2011/2012,Canada,Education,v62427282,1.1,5089.000
2012/2013,Canada,Education,v62427282,1.1,5462.000
2013/2014,Canada,Education,v62427282,1.1,5536.000
2014/2015,Canada,Education,v62427282,1.1,5674.000
2015/2016,Canada,Education,v62427282,1.1,5697.000
2016/2017,Canada,Education,v62427282,1.1,5866.000
2017/2018,Canada,Education,v62427282,1.1,5992.000
2006/2007,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,3679.000
2007/2008,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,3759.000
2008/2009,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,4255.000
2009/2010,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,4562.000
2010/2011,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,4834.000
2011/2012,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,4409.000
2012/2013,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,4890.000
2013/2014,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,4700.000
2014/2015,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,4818.000
2015/2016,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,5202.000
2016/2017,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,5069.000
2017/2018,Canada,"Visual and performing arts, and communications technologies",v62427293,1.2,5162.000
2006/2007,Canada,Humanities,v62427294,1.3,3531.000
2007/2008,Canada,Humanities,v62427294,1.3,3460.000
2008/2009,Canada,Humanities,v62427294,1.3,3767.000
2009/2010,Canada,Humanities,v62427294,1.3,3979.000
2010/2011,Canada,Humanities,v62427294,1.3,4239.000
2011/2012,Canada,Humanities,v62427294,1.3,4336.000
2012/2013,Canada,Humanities,v62427294,1.3,4522.000
2013/2014,Canada,Humanities,v62427294,1.3,4525.000
2014/2015,Canada,Humanities,v62427294,1.3,4624.000
2015/2016,Canada,Humanities,v62427294,1.3,4619.000
2016/2017,Canada,Humanities,v62427294,1.3,4674.000
2017/2018,Canada,Humanities,v62427294,1.3,4734.000
2006/2007,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,3579.000
2007/2008,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,3709.000
2008/2009,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,3990.000
2009/2010,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,4109.000
2010/2011,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,4605.000
2011/2012,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,4556.000
2012/2013,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,5020.000
2013/2014,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,5103.000
2014/2015,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,5325.000
2015/2016,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,5460.000
2016/2017,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,5829.000
2017/2018,Canada,"Social and behavioural sciences, and legal studies",v62427295,1.4,5932.000
2006/2007,Canada,Law,v62427296,1.5,3272.000
2007/2008,Canada,Law,v62427296,1.5,3813.000
2008/2009,Canada,Law,v62427296,1.5,3773.000
2009/2010,Canada,Law,v62427296,1.5,4477.000
2010/2011,Canada,Law,v62427296,1.5,4487.000
2011/2012,Canada,Law,v62427296,1.5,5302.000
2012/2013,Canada,Law,v62427296,1.5,5373.000
2013/2014,Canada,Law,v62427296,1.5,5834.000
2014/2015,Canada,Law,v62427296,1.5,5758.000
2015/2016,Canada,Law,v62427296,1.5,6148.000
2016/2017,Canada,Law,v62427296,1.5,5757.000
2017/2018,Canada,Law,v62427296,1.5,5874.000
2006/2007,Canada,"Business, management and public administration",v62427297,1.6,14879.000
2007/2008,Canada,"Business, management and public administration",v62427297,1.6,5225.000
2008/2009,Canada,"Business, management and public administration",v62427297,1.6,5760.000
2009/2010,Canada,"Business, management and public administration",v62427297,1.6,6175.000
2010/2011,Canada,"Business, management and public administration",v62427297,1.6,8132.000
2011/2012,Canada,"Business, management and public administration",v62427297,1.6,7932.000
2012/2013,Canada,"Business, management and public administration",v62427297,1.6,8547.000
2013/2014,Canada,"Business, management and public administration",v62427297,1.6,8987.000
2014/2015,Canada,"Business, management and public administration",v62427297,1.6,10378.000
2015/2016,Canada,"Business, management and public administration",v62427297,1.6,10703.000
2016/2017,Canada,"Business, management and public administration",v62427297,1.6,11140.000
2017/2018,Canada,"Business, management and public administration",v62427297,1.6,11220.000
2007/2008,Canada,Executive MBA,v62427298,1.7,22142.000
2008/2009,Canada,Executive MBA,v62427298,1.7,29893.000
2009/2010,Canada,Executive MBA,v62427298,1.7,27963.000
2010/2011,Canada,Executive MBA,v62427298,1.7,37032.000
2011/2012,Canada,Executive MBA,v62427298,1.7,36971.000
2012/2013,Canada,Executive MBA,v62427298,1.7,35448.000
2013/2014,Canada,Executive MBA,v62427298,1.7,38750.000
2014/2015,Canada,Executive MBA,v62427298,1.7,39413.000
2015/2016,Canada,Executive MBA,v62427298,1.7,47394.000
2016/2017,Canada,Executive MBA,v62427298,1.7,50830.000
2017/2018,Canada,Executive MBA,v62427298,1.7,51891.000
2007/2008,Canada,Regular MBA,v62427299,1.8,14545.000
2008/2009,Canada,Regular MBA,v62427299,1.8,19376.000
2009/2010,Canada,Regular MBA,v62427299,1.8,19727.000
2010/2011,Canada,Regular MBA,v62427299,1.8,20336.000
2011/2012,Canada,Regular MBA,v62427299,1.8,22823.000
2012/2013,Canada,Regular MBA,v62427299,1.8,23049.000
2013/2014,Canada,Regular MBA,v62427299,1.8,26201.000
2014/2015,Canada,Regular MBA,v62427299,1.8,26989.000
2015/2016,Canada,Regular MBA,v62427299,1.8,26532.000
2016/2017,Canada,Regular MBA,v62427299,1.8,28532.000
2017/2018,Canada,Regular MBA,v62427299,1.8,29293.000
2006/2007,Canada,Physical and life sciences and technologies,v62427300,1.9,4103.000
2007/2008,Canada,Physical and life sciences and technologies,v62427300,1.9,4067.000
2008/2009,Canada,Physical and life sciences and technologies,v62427300,1.9,4437.000
2009/2010,Canada,Physical and life sciences and technologies,v62427300,1.9,5239.000
2010/2011,Canada,Physical and life sciences and technologies,v62427300,1.9,5477.000
2011/2012,Canada,Physical and life sciences and technologies,v62427300,1.9,5632.000
2012/2013,Canada,Physical and life sciences and technologies,v62427300,1.9,5913.000
2013/2014,Canada,Physical and life sciences and technologies,v62427300,1.9,6024.000
2014/2015,Canada,Physical and life sciences and technologies,v62427300,1.9,6100.000
2015/2016,Canada,Physical and life sciences and technologies,v62427300,1.9,6350.000
2016/2017,Canada,Physical and life sciences and technologies,v62427300,1.9,6455.000
2017/2018,Canada,Physical and life sciences and technologies,v62427300,1.9,6586.000
2006/2007,Canada,"Mathematics, computer and information sciences",v62427283,1.10,4129.000
2007/2008,Canada,"Mathematics, computer and information sciences",v62427283,1.10,4042.000
2008/2009,Canada,"Mathematics, computer and information sciences",v62427283,1.10,4277.000
2009/2010,Canada,"Mathematics, computer and information sciences",v62427283,1.10,5488.000
2010/2011,Canada,"Mathematics, computer and information sciences",v62427283,1.10,5735.000
2011/2012,Canada,"Mathematics, computer and information sciences",v62427283,1.10,5716.000
2012/2013,Canada,"Mathematics, computer and information sciences",v62427283,1.10,5790.000
2013/2014,Canada,"Mathematics, computer and information sciences",v62427283,1.10,6001.000
2014/2015,Canada,"Mathematics, computer and information sciences",v62427283,1.10,6039.000
2015/2016,Canada,"Mathematics, computer and information sciences",v62427283,1.10,6123.000
2016/2017,Canada,"Mathematics, computer and information sciences",v62427283,1.10,7727.000
2017/2018,Canada,"Mathematics, computer and information sciences",v62427283,1.10,7906.000
2006/2007,Canada,Engineering,v62427284,1.11,4221.000
2007/2008,Canada,Engineering,v62427284,1.11,4287.000
2008/2009,Canada,Engineering,v62427284,1.11,4593.000
2009/2010,Canada,Engineering,v62427284,1.11,5312.000
2010/2011,Canada,Engineering,v62427284,1.11,5522.000
2011/2012,Canada,Engineering,v62427284,1.11,5175.000
2012/2013,Canada,Engineering,v62427284,1.11,6040.000
2013/2014,Canada,Engineering,v62427284,1.11,6168.000
2014/2015,Canada,Engineering,v62427284,1.11,6388.000
2015/2016,Canada,Engineering,v62427284,1.11,6777.000
2016/2017,Canada,Engineering,v62427284,1.11,7077.000
2017/2018,Canada,Engineering,v62427284,1.11,7226.000
2006/2007,Canada,Architecture and related technologies,v62427285,1.12,4153.000
2007/2008,Canada,Architecture and related technologies,v62427285,1.12,4068.000
2008/2009,Canada,Architecture and related technologies,v62427285,1.12,4293.000
2009/2010,Canada,Architecture and related technologies,v62427285,1.12,4672.000
2010/2011,Canada,Architecture and related technologies,v62427285,1.12,4834.000
2011/2012,Canada,Architecture and related technologies,v62427285,1.12,4950.000
2012/2013,Canada,Architecture and related technologies,v62427285,1.12,5290.000
2013/2014,Canada,Architecture and related technologies,v62427285,1.12,5483.000
2014/2015,Canada,Architecture and related technologies,v62427285,1.12,5704.000
2015/2016,Canada,Architecture and related technologies,v62427285,1.12,5807.000
2016/2017,Canada,Architecture and related technologies,v62427285,1.12,6117.000
2017/2018,Canada,Architecture and related technologies,v62427285,1.12,6270.000
2006/2007,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,2830.000
2007/2008,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,3873.000
2008/2009,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,3921.000
2009/2010,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,4636.000
2010/2011,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,4821.000
2011/2012,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,4769.000
2012/2013,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,5136.000
2013/2014,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,5236.000
2014/2015,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,5431.000
2015/2016,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,5377.000
2016/2017,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,5429.000
2017/2018,Canada,"Agriculture, natural resources and conservation",v62427286,1.13,5542.000
2007/2008,Canada,Dentistry,v62427287,1.14,7187.000
2008/2009,Canada,Dentistry,v62427287,1.14,3171.000
2009/2010,Canada,Dentistry,v62427287,1.14,3218.000
2010/2011,Canada,Dentistry,v62427287,1.14,4337.000
2011/2012,Canada,Dentistry,v62427287,1.14,4365.000
2012/2013,Canada,Dentistry,v62427287,1.14,10753.000
2013/2014,Canada,Dentistry,v62427287,1.14,11631.000
2014/2015,Canada,Dentistry,v62427287,1.14,12135.000
2015/2016,Canada,Dentistry,v62427287,1.14,12276.000
2016/2017,Canada,Dentistry,v62427287,1.14,12239.000
2017/2018,Canada,Dentistry,v62427287,1.14,12652.000
2006/2007,Canada,Medicine,v62427288,1.15,6976.000
2007/2008,Canada,Medicine,v62427288,1.15,5811.000
2008/2009,Canada,Medicine,v62427288,1.15,..
2009/2010,Canada,Medicine,v62427288,1.15,..
2010/2011,Canada,Medicine,v62427288,1.15,..
2011/2012,Canada,Medicine,v62427288,1.15,..
2012/2013,Canada,Medicine,v62427288,1.15,F
2013/2014,Canada,Medicine,v62427288,1.15,F
2014/2015,Canada,Medicine,v62427288,1.15,F
2015/2015,Canada,Medicine,v62427288,1.15,..
2016/2016,Canada,Medicine,v62427288,1.15,..
2017/2017,Canada,Medicine,v62427288,1.15,..
2007/2008,Canada,Nursing,v62427289,1.16,4286.000
2008/2009,Canada,Nursing,v62427289,1.16,4892.000
2009/2010,Canada,Nursing,v62427289,1.16,4925.000
2010/2011,Canada,Nursing,v62427289,1.16,5090.000
2011/2012,Canada,Nursing,v62427289,1.16,5117.000
2012/2013,Canada,Nursing,v62427289,1.16,5746.000
2013/2014,Canada,Nursing,v62427289,1.16,5844.000
2014/2015,Canada,Nursing,v62427289,1.16,6076.000
2015/2016,Canada,Nursing,v62427289,1.16,7321.000
2016/2017,Canada,Nursing,v62427289,1.16,7622.000
2017/2018,Canada,Nursing,v62427289,1.16,7709.000
2007/2008,Canada,Pharmacy,v62427290,1.17,1909.000
2008/2009,Canada,Pharmacy,v62427290,1.17,6195.000
2009/2010,Canada,Pharmacy,v62427290,1.17,5247.000
2010/2011,Canada,Pharmacy,v62427290,1.17,5411.000
2011/2012,Canada,Pharmacy,v62427290,1.17,5466.000
2012/2013,Canada,Pharmacy,v62427290,1.17,5199.000
2013/2014,Canada,Pharmacy,v62427290,1.17,6456.000
2014/2015,Canada,Pharmacy,v62427290,1.17,6248.000
2015/2016,Canada,Pharmacy,v62427290,1.17,6044.000
2016/2017,Canada,Pharmacy,v62427290,1.17,5922.000
2017/2018,Canada,Pharmacy,v62427290,1.17,4022.000
2007/2008,Canada,Veterinary medicine,v62427291,1.18,2774.000
2008/2009,Canada,Veterinary medicine,v62427291,1.18,3304.000
2009/2010,Canada,Veterinary medicine,v62427291,1.18,3675.000
2010/2011,Canada,Veterinary medicine,v62427291,1.18,3435.000
2011/2012,Canada,Veterinary medicine,v62427291,1.18,3173.000
2012/2013,Canada,Veterinary medicine,v62427291,1.18,3313.000
2013/2014,Canada,Veterinary medicine,v62427291,1.18,3650.000
2014/2015,Canada,Veterinary medicine,v62427291,1.18,3686.000
2015/2016,Canada,Veterinary medicine,v62427291,1.18,3358.000
2016/2017,Canada,Veterinary medicine,v62427291,1.18,3687.000
2017/2018,Canada,Veterinary medicine,v62427291,1.18,3790.000
2006/2007,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,4649.000
2007/2008,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,4305.000
2008/2009,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,5092.000
2009/2010,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,5430.000
2010/2011,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,7017.000
2011/2012,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,7577.000
2012/2013,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,7858.000
2013/2014,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,7707.000
2014/2015,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,7868.000
2015/2016,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,8158.000
2016/2017,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,8040.000
2017/2018,Canada,"Other health, parks, recreation and fitness",v62427292,1.19,8283.000
2016/2017,Canada,"Personal, protective and transportation services",v114648207,1.20,3987.000
2017/2018,Canada,"Personal, protective and transportation services",v114648207,1.20,7761.000
2006/2007,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2007/2008,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2008/2009,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2009/2010,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2010/2011,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2011/2012,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2012/2013,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2013/2014,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2014/2015,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2015/2016,Newfoundland and Labrador,Education,v62427337,2.1,2096.000
2016/2017,Newfoundland and Labrador,Education,v62427337,2.1,2378.000
2017/2018,Newfoundland and Labrador,Education,v62427337,2.1,2378.000
2006/2007,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2007/2008,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2008/2009,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2009/2010,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2010/2011,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2011/2012,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2012/2013,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2013/2014,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2014/2015,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2015/2016,Newfoundland and Labrador,Humanities,v62427343,2.3,2096.000
2016/2017,Newfoundland and Labrador,Humanities,v62427343,2.3,2378.000
2017/2018,Newfoundland and Labrador,Humanities,v62427343,2.3,2378.000
2006/2007,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2007/2008,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2008/2009,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2009/2010,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2010/2011,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2011/2012,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2012/2013,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2013/2014,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2014/2015,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2015/2016,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2096.000
2016/2017,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2378.000
2017/2018,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427344,2.4,2378.000
2006/2007,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2007/2008,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2008/2009,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2009/2010,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2010/2011,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2011/2012,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2012/2013,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2013/2014,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2014/2015,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2015/2016,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2096.000
2016/2017,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2378.000
2017/2018,Newfoundland and Labrador,"Business, management and public administration",v62427345,2.6,2378.000
2007/2008,Newfoundland and Labrador,Executive MBA,v62468678,2.7,21000.000
2008/2009,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2009/2010,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2010/2011,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2011/2012,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2012/2012,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2013/2013,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2014/2014,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2015/2015,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2016/2016,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2017/2017,Newfoundland and Labrador,Executive MBA,v62468678,2.7,..
2007/2008,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2008/2009,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2009/2010,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2010/2011,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2011/2012,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2012/2013,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2013/2014,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2014/2015,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2015/2016,Newfoundland and Labrador,Regular MBA,v62427346,2.8,1829.000
2016/2017,Newfoundland and Labrador,Regular MBA,v62427346,2.8,2378.000
2017/2018,Newfoundland and Labrador,Regular MBA,v62427346,2.8,2378.000
2006/2007,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2007/2008,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2008/2009,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2009/2010,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2010/2011,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2011/2012,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2012/2013,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2013/2014,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2014/2015,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2015/2016,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2096.000
2016/2017,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2378.000
2017/2018,Newfoundland and Labrador,Physical and life sciences and technologies,v62427347,2.9,2378.000
2006/2007,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2007/2008,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2008/2009,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2009/2010,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2010/2011,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2011/2012,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2012/2013,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2013/2014,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2014/2015,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2015/2016,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2096.000
2016/2017,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2378.000
2017/2018,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427338,2.10,2378.000
2006/2007,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2007/2008,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2008/2009,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2009/2010,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2010/2011,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2011/2012,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2012/2013,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2013/2014,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2014/2015,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2015/2016,Newfoundland and Labrador,Engineering,v62427339,2.11,2096.000
2016/2017,Newfoundland and Labrador,Engineering,v62427339,2.11,2378.000
2017/2018,Newfoundland and Labrador,Engineering,v62427339,2.11,2378.000
2008/2009,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2009/2010,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2010/2011,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2011/2012,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2012/2013,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2013/2014,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2014/2015,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2015/2016,Newfoundland and Labrador,Nursing,v62427340,2.16,1829.000
2016/2017,Newfoundland and Labrador,Nursing,v62427340,2.16,2378.000
2017/2018,Newfoundland and Labrador,Nursing,v62427340,2.16,2378.000
2008/2009,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2096.000
2009/2010,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2733.000
2010/2011,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2096.000
2011/2012,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2096.000
2012/2013,Newfoundland and Labrador,Pharmacy,v62427341,2.17,F
2013/2014,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2096.000
2014/2015,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2096.000
2015/2016,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2096.000
2016/2017,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2378.000
2017/2018,Newfoundland and Labrador,Pharmacy,v62427341,2.17,2378.000
2007/2008,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2008/2009,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2009/2010,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2010/2011,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2011/2012,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2012/2013,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2013/2014,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2014/2015,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2015/2016,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2016/2017,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2017/2018,Newfoundland and Labrador,"Other health, parks, recreation and fitness",v62427342,2.19,6000.000
2006/2007,Prince Edward Island,Education,v62427348,3.1,2693.000
2007/2008,Prince Edward Island,Education,v62427348,3.1,2423.000
2008/2009,Prince Edward Island,Education,v62427348,3.1,2473.000
2009/2010,Prince Edward Island,Education,v62427348,3.1,3876.000
2010/2011,Prince Edward Island,Education,v62427348,3.1,3327.000
2011/2012,Prince Edward Island,Education,v62427348,3.1,3427.000
2012/2013,Prince Edward Island,Education,v62427348,3.1,5081.000
2013/2014,Prince Edward Island,Education,v62427348,3.1,5286.000
2014/2015,Prince Edward Island,Education,v62427348,3.1,5286.000
2015/2016,Prince Edward Island,Education,v62427348,3.1,5445.000
2016/2017,Prince Edward Island,Education,v62427348,3.1,5609.000
2017/2018,Prince Edward Island,Education,v62427348,3.1,5726.000
2006/2007,Prince Edward Island,Humanities,v62427351,3.3,2693.000
2007/2008,Prince Edward Island,Humanities,v62427351,3.3,2423.000
2008/2009,Prince Edward Island,Humanities,v62427351,3.3,2473.000
2009/2010,Prince Edward Island,Humanities,v62427351,3.3,..
2010/2011,Prince Edward Island,Humanities,v62427351,3.3,..
2011/2012,Prince Edward Island,Humanities,v62427351,3.3,..
2012/2012,Prince Edward Island,Humanities,v62427351,3.3,..
2013/2013,Prince Edward Island,Humanities,v62427351,3.3,..
2014/2014,Prince Edward Island,Humanities,v62427351,3.3,..
2015/2015,Prince Edward Island,Humanities,v62427351,3.3,..
2016/2016,Prince Edward Island,Humanities,v62427351,3.3,..
2017/2017,Prince Edward Island,Humanities,v62427351,3.3,..
2016/2017,Prince Edward Island,"Social and behavioural sciences, and legal studies",v114648208,3.4,3933.000
2017/2018,Prince Edward Island,"Social and behavioural sciences, and legal studies",v114648208,3.4,4129.000
