"","Ref_Date","GEO","STUDYFIELD","averageTuitionFee"
"1250","2009/2010","Manitoba","Visual and performing arts, and communications technologies",3961
"1251","2010/2011","Manitoba","Visual and performing arts, and communications technologies",4159
"1252","2011/2012","Manitoba","Visual and performing arts, and communications technologies",4200
"1253","2012/2013","Manitoba","Visual and performing arts, and communications technologies",4356
"1254","2013/2014","Manitoba","Visual and performing arts, and communications technologies",4421
"1255","2014/2015","Manitoba","Visual and performing arts, and communications technologies",4516
"1256","2015/2016","Manitoba","Visual and performing arts, and communications technologies",4606
"1257","2016/2017","Manitoba","Visual and performing arts, and communications technologies",4713
"1258","2017/2018","Manitoba","Visual and performing arts, and communications technologies",4774
"1259","2006/2007","Manitoba","Humanities",8952
"1260","2007/2008","Manitoba","Humanities",3759
"1261","2008/2009","Manitoba","Humanities",3759
"1262","2009/2010","Manitoba","Humanities",3928
"1263","2010/2011","Manitoba","Humanities",4124
"1264","2011/2012","Manitoba","Humanities",4165
"1265","2012/2013","Manitoba","Humanities",4338
"1266","2013/2014","Manitoba","Humanities",4351
"1267","2014/2015","Manitoba","Humanities",4456
"1268","2015/2016","Manitoba","Humanities",4786
"1269","2016/2017","Manitoba","Humanities",4658
"1270","2017/2018","Manitoba","Humanities",4719
"1271","2007/2008","Manitoba","Social and behavioural sciences, and legal studies",3759
"1272","2008/2009","Manitoba","Social and behavioural sciences, and legal studies",3759
"1273","2009/2010","Manitoba","Social and behavioural sciences, and legal studies",3928
"1274","2010/2011","Manitoba","Social and behavioural sciences, and legal studies",4124
"1275","2011/2012","Manitoba","Social and behavioural sciences, and legal studies",4165
"1276","2012/2013","Manitoba","Social and behavioural sciences, and legal studies",4283
"1277","2013/2014","Manitoba","Social and behavioural sciences, and legal studies",4351
"1278","2014/2015","Manitoba","Social and behavioural sciences, and legal studies",4456
"1279","2015/2016","Manitoba","Social and behavioural sciences, and legal studies",4590
"1280","2016/2017","Manitoba","Social and behavioural sciences, and legal studies",4700
"1281","2017/2018","Manitoba","Social and behavioural sciences, and legal studies",4761
"1282","2006/2007","Manitoba","Law",8112
"1283","2007/2008","Manitoba","Law",3759
"1284","2008/2009","Manitoba","Law",3759
"1285","2009/2010","Manitoba","Law",3928
"1286","2010/2011","Manitoba","Law",4124
"1287","2011/2012","Manitoba","Law",4165
"1288","2012/2013","Manitoba","Law",4283
"1289","2013/2014","Manitoba","Law",4351
"1290","2014/2015","Manitoba","Law",4456
"1291","2015/2016","Manitoba","Law",4540
"1292","2016/2017","Manitoba","Law",4595
"1293","2017/2018","Manitoba","Law",4655
"1294","2006/2007","Manitoba","Business, management and public administration",7791
"1295","2007/2008","Manitoba","Business, management and public administration",3759
"1296","2008/2009","Manitoba","Business, management and public administration",3759
"1297","2009/2010","Manitoba","Business, management and public administration",3928
"1298","2010/2011","Manitoba","Business, management and public administration",4124
"1299","2011/2012","Manitoba","Business, management and public administration",4165
"1300","2012/2013","Manitoba","Business, management and public administration",4283
"1301","2013/2014","Manitoba","Business, management and public administration",4351
"1302","2014/2015","Manitoba","Business, management and public administration",4456
"1303","2015/2016","Manitoba","Business, management and public administration",4540
"1304","2016/2017","Manitoba","Business, management and public administration",4595
"1305","2017/2018","Manitoba","Business, management and public administration",4655
"1306","2007/2008","Manitoba","Executive MBA",16266
"1307","2008/2009","Manitoba","Executive MBA",16266
"1317","2009/2010","Manitoba","Regular MBA",17019
"1318","2010/2011","Manitoba","Regular MBA",17870
"1319","2011/2012","Manitoba","Regular MBA",22338
"1320","2012/2013","Manitoba","Regular MBA",27922
"1321","2013/2014","Manitoba","Regular MBA",28369
"1322","2014/2015","Manitoba","Regular MBA",29050
"1323","2015/2016","Manitoba","Regular MBA",29602
"1324","2016/2017","Manitoba","Regular MBA",29957
"1325","2017/2018","Manitoba","Regular MBA",25292
"1326","2006/2007","Manitoba","Physical and life sciences and technologies",7254
"1327","2007/2008","Manitoba","Physical and life sciences and technologies",3759
"1328","2008/2009","Manitoba","Physical and life sciences and technologies",3759
"1329","2009/2010","Manitoba","Physical and life sciences and technologies",3928
"1330","2010/2011","Manitoba","Physical and life sciences and technologies",4124
"1331","2011/2012","Manitoba","Physical and life sciences and technologies",4165
"1332","2012/2013","Manitoba","Physical and life sciences and technologies",4283
"1333","2013/2014","Manitoba","Physical and life sciences and technologies",4351
"1334","2014/2015","Manitoba","Physical and life sciences and technologies",4456
"1335","2015/2016","Manitoba","Physical and life sciences and technologies",4616
"1336","2016/2017","Manitoba","Physical and life sciences and technologies",4615
"1337","2017/2018","Manitoba","Physical and life sciences and technologies",4676
"1338","2006/2007","Manitoba","Mathematics, computer and information sciences",1986
"1339","2007/2008","Manitoba","Mathematics, computer and information sciences",3759
"1340","2008/2009","Manitoba","Mathematics, computer and information sciences",3759
"1341","2009/2010","Manitoba","Mathematics, computer and information sciences",3928
"1342","2010/2011","Manitoba","Mathematics, computer and information sciences",4124
"1343","2011/2012","Manitoba","Mathematics, computer and information sciences",4165
"1344","2012/2013","Manitoba","Mathematics, computer and information sciences",4283
"1345","2013/2014","Manitoba","Mathematics, computer and information sciences",4351
"1346","2014/2015","Manitoba","Mathematics, computer and information sciences",4456
"1347","2015/2016","Manitoba","Mathematics, computer and information sciences",4540
"1348","2016/2017","Manitoba","Mathematics, computer and information sciences",4698
"1349","2017/2018","Manitoba","Mathematics, computer and information sciences",4759
"1350","2006/2007","Manitoba","Engineering",8997
"1351","2007/2008","Manitoba","Engineering",3759
"1352","2008/2009","Manitoba","Engineering",3759
"1353","2009/2010","Manitoba","Engineering",3928
"1354","2010/2011","Manitoba","Engineering",4124
"1355","2011/2012","Manitoba","Engineering",4165
"1356","2012/2013","Manitoba","Engineering",4283
"1357","2013/2014","Manitoba","Engineering",4351
"1358","2014/2015","Manitoba","Engineering",4456
"1359","2015/2016","Manitoba","Engineering",4540
"1360","2016/2017","Manitoba","Engineering",4595
"1361","2017/2018","Manitoba","Engineering",4655
"1362","2006/2007","Manitoba","Architecture and related technologies",5500
"1363","2007/2008","Manitoba","Architecture and related technologies",3759
"1364","2008/2009","Manitoba","Architecture and related technologies",3759
"1365","2009/2010","Manitoba","Architecture and related technologies",3928
"1366","2010/2011","Manitoba","Architecture and related technologies",4124
"1367","2011/2012","Manitoba","Architecture and related technologies",4165
"1368","2012/2013","Manitoba","Architecture and related technologies",4283
"1369","2013/2014","Manitoba","Architecture and related technologies",4351
"1370","2014/2015","Manitoba","Architecture and related technologies",4456
"1371","2015/2016","Manitoba","Architecture and related technologies",4540
"1372","2016/2017","Manitoba","Architecture and related technologies",4595
"1373","2017/2018","Manitoba","Architecture and related technologies",4655
"1374","2006/2007","Manitoba","Agriculture, natural resources and conservation",9973
"1375","2007/2008","Manitoba","Agriculture, natural resources and conservation",3759
"1376","2008/2009","Manitoba","Agriculture, natural resources and conservation",3759
"1377","2009/2010","Manitoba","Agriculture, natural resources and conservation",3928
"1378","2010/2011","Manitoba","Agriculture, natural resources and conservation",4124
"1379","2011/2012","Manitoba","Agriculture, natural resources and conservation",4165
"1380","2012/2013","Manitoba","Agriculture, natural resources and conservation",4283
"1381","2013/2014","Manitoba","Agriculture, natural resources and conservation",4351
"1382","2014/2015","Manitoba","Agriculture, natural resources and conservation",4456
"1383","2015/2016","Manitoba","Agriculture, natural resources and conservation",4540
"1384","2016/2017","Manitoba","Agriculture, natural resources and conservation",4595
"1385","2017/2018","Manitoba","Agriculture, natural resources and conservation",4655
"1386","2007/2008","Manitoba","Dentistry",7798
"1387","2008/2009","Manitoba","Dentistry",3759
"1388","2009/2010","Manitoba","Dentistry",3928
"1389","2010/2011","Manitoba","Dentistry",4124
"1390","2011/2012","Manitoba","Dentistry",4165
"1392","2013/2014","Manitoba","Dentistry",4351
"1393","2014/2015","Manitoba","Dentistry",4456
"1394","2015/2016","Manitoba","Dentistry",4540
"1395","2016/2017","Manitoba","Dentistry",4595
"1396","2017/2018","Manitoba","Dentistry",4655
"1397","2006/2007","Manitoba","Medicine",7814
"1398","2007/2008","Manitoba","Medicine",3759
"1409","2007/2008","Manitoba","Nursing",3759
"1410","2008/2009","Manitoba","Nursing",3759
"1411","2009/2010","Manitoba","Nursing",3928
"1412","2010/2011","Manitoba","Nursing",4124
"1413","2011/2012","Manitoba","Nursing",4165
"1414","2012/2013","Manitoba","Nursing",4283
"1415","2013/2014","Manitoba","Nursing",4351
"1416","2014/2015","Manitoba","Nursing",4681
"1417","2015/2016","Manitoba","Nursing",4694
"1418","2016/2017","Manitoba","Nursing",4897
"1419","2017/2018","Manitoba","Nursing",4961
"1420","2007/2008","Manitoba","Pharmacy",3759
"1421","2008/2009","Manitoba","Pharmacy",3759
"1422","2009/2010","Manitoba","Pharmacy",3928
"1423","2010/2011","Manitoba","Pharmacy",4124
"1424","2011/2012","Manitoba","Pharmacy",4165
"1426","2013/2014","Manitoba","Pharmacy",4351
"1427","2014/2015","Manitoba","Pharmacy",4456
"1428","2015/2016","Manitoba","Pharmacy",4540
"1429","2016/2017","Manitoba","Pharmacy",4595
"1430","2017/2018","Manitoba","Pharmacy",4655
"1431","2006/2007","Manitoba","Other health, parks, recreation and fitness",7320
"1432","2007/2008","Manitoba","Other health, parks, recreation and fitness",3759
"1433","2008/2009","Manitoba","Other health, parks, recreation and fitness",3759
"1434","2009/2010","Manitoba","Other health, parks, recreation and fitness",3928
"1435","2010/2011","Manitoba","Other health, parks, recreation and fitness",4124
"1436","2011/2012","Manitoba","Other health, parks, recreation and fitness",4165
"1437","2012/2013","Manitoba","Other health, parks, recreation and fitness",4283
"1438","2013/2014","Manitoba","Other health, parks, recreation and fitness",4351
"1439","2014/2015","Manitoba","Other health, parks, recreation and fitness",4456
"1440","2015/2016","Manitoba","Other health, parks, recreation and fitness",4540
"1441","2016/2017","Manitoba","Other health, parks, recreation and fitness",4595
"1442","2017/2018","Manitoba","Other health, parks, recreation and fitness",4655
"1443","2006/2007","Saskatchewan","Education",2227
"1444","2007/2008","Saskatchewan","Education",2222
"1445","2008/2009","Saskatchewan","Education",2222
"1446","2009/2010","Saskatchewan","Education",2146
"1447","2010/2011","Saskatchewan","Education",2243
"1448","2011/2012","Saskatchewan","Education",2325
"1449","2012/2013","Saskatchewan","Education",2891
"1450","2013/2014","Saskatchewan","Education",3173
"1451","2014/2015","Saskatchewan","Education",3261
"1452","2015/2016","Saskatchewan","Education",3093
"1453","2016/2017","Saskatchewan","Education",3138
"1454","2017/2018","Saskatchewan","Education",3192
"1455","2006/2007","Saskatchewan","Visual and performing arts, and communications technologies",3000
"1456","2007/2008","Saskatchewan","Visual and performing arts, and communications technologies",3000
"1457","2008/2009","Saskatchewan","Visual and performing arts, and communications technologies",3000
"1458","2009/2010","Saskatchewan","Visual and performing arts, and communications technologies",2373
"1459","2010/2011","Saskatchewan","Visual and performing arts, and communications technologies",2510
"1460","2011/2012","Saskatchewan","Visual and performing arts, and communications technologies",2639
"1461","2012/2013","Saskatchewan","Visual and performing arts, and communications technologies",3015
"1462","2013/2014","Saskatchewan","Visual and performing arts, and communications technologies",3256
"1463","2014/2015","Saskatchewan","Visual and performing arts, and communications technologies",3263
"1464","2015/2016","Saskatchewan","Visual and performing arts, and communications technologies",2991
"1465","2016/2017","Saskatchewan","Visual and performing arts, and communications technologies",3211
"1466","2017/2018","Saskatchewan","Visual and performing arts, and communications technologies",3268
"1467","2006/2007","Saskatchewan","Humanities",2225
"1468","2007/2008","Saskatchewan","Humanities",2228
"1469","2008/2009","Saskatchewan","Humanities",2228
"1470","2009/2010","Saskatchewan","Humanities",2219
"1471","2010/2011","Saskatchewan","Humanities",2329
"1472","2011/2012","Saskatchewan","Humanities",2426
"1473","2012/2013","Saskatchewan","Humanities",2619
"1474","2013/2014","Saskatchewan","Humanities",2821
"1475","2014/2015","Saskatchewan","Humanities",2954
"1476","2015/2016","Saskatchewan","Humanities",2839
"1477","2016/2017","Saskatchewan","Humanities",2863
"1478","2017/2018","Saskatchewan","Humanities",2902
"1479","2006/2007","Saskatchewan","Social and behavioural sciences, and legal studies",2331
"1480","2007/2008","Saskatchewan","Social and behavioural sciences, and legal studies",2303
"1481","2008/2009","Saskatchewan","Social and behavioural sciences, and legal studies",2303
"1482","2009/2010","Saskatchewan","Social and behavioural sciences, and legal studies",2252
"1483","2010/2011","Saskatchewan","Social and behavioural sciences, and legal studies",2367
"1484","2011/2012","Saskatchewan","Social and behavioural sciences, and legal studies",2471
"1485","2012/2013","Saskatchewan","Social and behavioural sciences, and legal studies",2783
"1486","2013/2014","Saskatchewan","Social and behavioural sciences, and legal studies",3041
"1487","2014/2015","Saskatchewan","Social and behavioural sciences, and legal studies",3192
"1488","2015/2016","Saskatchewan","Social and behavioural sciences, and legal studies",3306
"1489","2016/2017","Saskatchewan","Social and behavioural sciences, and legal studies",3521
"1490","2017/2018","Saskatchewan","Social and behavioural sciences, and legal studies",3584
"1491","2006/2007","Saskatchewan","Law",2000
"1492","2007/2008","Saskatchewan","Law",2000
"1493","2008/2009","Saskatchewan","Law",2000
"1494","2009/2010","Saskatchewan","Law",2060
"1495","2010/2011","Saskatchewan","Law",2142
"1496","2011/2012","Saskatchewan","Law",2206
"1497","2012/2013","Saskatchewan","Law",2298
"1498","2013/2014","Saskatchewan","Law",2390
"1499","2014/2015","Saskatchewan","Law",2486
"1500","2015/2016","Saskatchewan","Law",2536
"1501","2016/2017","Saskatchewan","Law",2600
"1502","2017/2018","Saskatchewan","Law",2626
"1503","2006/2007","Saskatchewan","Business, management and public administration",7571
"1504","2007/2008","Saskatchewan","Business, management and public administration",8714
"1505","2008/2009","Saskatchewan","Business, management and public administration",6997
"1506","2009/2010","Saskatchewan","Business, management and public administration",4075
"1507","2010/2011","Saskatchewan","Business, management and public administration",6954
"1508","2011/2012","Saskatchewan","Business, management and public administration",6168
"1509","2012/2013","Saskatchewan","Business, management and public administration",7735
"1510","2013/2014","Saskatchewan","Business, management and public administration",6496
"1511","2014/2015","Saskatchewan","Business, management and public administration",6619
"1512","2015/2016","Saskatchewan","Business, management and public administration",5670
"1513","2016/2017","Saskatchewan","Business, management and public administration",5480
"1514","2017/2018","Saskatchewan","Business, management and public administration",5598
"1515","2007/2008","Saskatchewan","Executive MBA",29000
"1516","2008/2009","Saskatchewan","Executive MBA",29000
"1517","2009/2010","Saskatchewan","Executive MBA",29000
"1518","2010/2011","Saskatchewan","Executive MBA",34000
"1519","2011/2012","Saskatchewan","Executive MBA",35000
"1520","2012/2013","Saskatchewan","Executive MBA",39900
"1521","2013/2014","Saskatchewan","Executive MBA",42600
"1522","2014/2015","Saskatchewan","Executive MBA",46860
"1523","2015/2016","Saskatchewan","Executive MBA",46860
"1524","2016/2017","Saskatchewan","Executive MBA",49200
"1525","2017/2018","Saskatchewan","Executive MBA",50435
"1526","2007/2008","Saskatchewan","Regular MBA",6276
"1527","2008/2009","Saskatchewan","Regular MBA",17805
"1528","2009/2010","Saskatchewan","Regular MBA",21476
"1529","2010/2011","Saskatchewan","Regular MBA",7710
"1530","2011/2012","Saskatchewan","Regular MBA",7737
"1531","2012/2013","Saskatchewan","Regular MBA",12434
"1532","2013/2014","Saskatchewan","Regular MBA",13672
"1533","2014/2015","Saskatchewan","Regular MBA",14877
"1534","2015/2016","Saskatchewan","Regular MBA",13912
"1535","2016/2017","Saskatchewan","Regular MBA",14501
"1536","2017/2018","Saskatchewan","Regular MBA",14864
"1537","2006/2007","Saskatchewan","Physical and life sciences and technologies",2148
"1538","2007/2008","Saskatchewan","Physical and life sciences and technologies",2123
"1539","2008/2009","Saskatchewan","Physical and life sciences and technologies",2123
"1540","2009/2010","Saskatchewan","Physical and life sciences and technologies",2129
"1541","2010/2011","Saskatchewan","Physical and life sciences and technologies",2223
"1542","2011/2012","Saskatchewan","Physical and life sciences and technologies",2302
"1543","2012/2013","Saskatchewan","Physical and life sciences and technologies",2538
"1544","2013/2014","Saskatchewan","Physical and life sciences and technologies",2728
"1545","2014/2015","Saskatchewan","Physical and life sciences and technologies",2739
"1546","2015/2016","Saskatchewan","Physical and life sciences and technologies",2749
"1547","2016/2017","Saskatchewan","Physical and life sciences and technologies",2818
"1548","2017/2018","Saskatchewan","Physical and life sciences and technologies",2855
"1549","2006/2007","Saskatchewan","Mathematics, computer and information sciences",2536
"1550","2007/2008","Saskatchewan","Mathematics, computer and information sciences",2441
"1551","2008/2009","Saskatchewan","Mathematics, computer and information sciences",2441
"1552","2009/2010","Saskatchewan","Mathematics, computer and information sciences",2293
"1553","2010/2011","Saskatchewan","Mathematics, computer and information sciences",2415
"1554","2011/2012","Saskatchewan","Mathematics, computer and information sciences",2528
"1555","2012/2013","Saskatchewan","Mathematics, computer and information sciences",2853
"1556","2013/2014","Saskatchewan","Mathematics, computer and information sciences",2914
"1557","2014/2015","Saskatchewan","Mathematics, computer and information sciences",3103
"1558","2015/2016","Saskatchewan","Mathematics, computer and information sciences",2935
"1559","2016/2017","Saskatchewan","Mathematics, computer and information sciences",3026
"1560","2017/2018","Saskatchewan","Mathematics, computer and information sciences",3075
"1561","2006/2007","Saskatchewan","Engineering",2276
"1562","2007/2008","Saskatchewan","Engineering",2175
"1563","2008/2009","Saskatchewan","Engineering",2175
"1564","2009/2010","Saskatchewan","Engineering",2156
"1565","2010/2011","Saskatchewan","Engineering",2255
"1566","2011/2012","Saskatchewan","Engineering",2339
"1567","2012/2013","Saskatchewan","Engineering",2648
"1568","2013/2014","Saskatchewan","Engineering",2879
"1569","2014/2015","Saskatchewan","Engineering",3317
"1570","2015/2016","Saskatchewan","Engineering",3410
"1571","2016/2017","Saskatchewan","Engineering",3522
"1572","2017/2018","Saskatchewan","Engineering",3580
"1573","2006/2007","Saskatchewan","Agriculture, natural resources and conservation",2000
"1574","2007/2008","Saskatchewan","Agriculture, natural resources and conservation",2000
"1575","2008/2009","Saskatchewan","Agriculture, natural resources and conservation",2000
"1576","2009/2010","Saskatchewan","Agriculture, natural resources and conservation",2060
"1577","2010/2011","Saskatchewan","Agriculture, natural resources and conservation",2142
"1578","2011/2012","Saskatchewan","Agriculture, natural resources and conservation",2206
"1579","2012/2013","Saskatchewan","Agriculture, natural resources and conservation",2828
"1580","2013/2014","Saskatchewan","Agriculture, natural resources and conservation",2390
"1581","2014/2015","Saskatchewan","Agriculture, natural resources and conservation",2486
"1582","2015/2016","Saskatchewan","Agriculture, natural resources and conservation",2536
"1583","2016/2017","Saskatchewan","Agriculture, natural resources and conservation",2600
"1584","2017/2018","Saskatchewan","Agriculture, natural resources and conservation",2626
"1585","2006/2007","Saskatchewan","Medicine",2000
"1586","2007/2008","Saskatchewan","Medicine",2000
"1587","2008/2009","Saskatchewan","Medicine",2000
"1597","2007/2008","Saskatchewan","Nursing",4000
"1598","2008/2009","Saskatchewan","Nursing",2000
"1599","2009/2010","Saskatchewan","Nursing",2060
"1600","2010/2011","Saskatchewan","Nursing",2142
"1601","2011/2012","Saskatchewan","Nursing",2206
"1602","2012/2013","Saskatchewan","Nursing",2298
"1603","2013/2014","Saskatchewan","Nursing",2390
"1604","2014/2015","Saskatchewan","Nursing",2486
"1605","2015/2016","Saskatchewan","Nursing",2536
"1606","2016/2017","Saskatchewan","Nursing",3336
"1607","2017/2018","Saskatchewan","Nursing",3389
"1608","2013/2014","Saskatchewan","Pharmacy",2390
"1609","2014/2015","Saskatchewan","Pharmacy",2486
"1610","2015/2016","Saskatchewan","Pharmacy",2536
"1611","2016/2017","Saskatchewan","Pharmacy",2600
"1612","2017/2018","Saskatchewan","Pharmacy",2626
"1613","2007/2008","Saskatchewan","Veterinary medicine",2072
"1614","2008/2009","Saskatchewan","Veterinary medicine",3140
"1615","2009/2010","Saskatchewan","Veterinary medicine",3140
"1616","2010/2011","Saskatchewan","Veterinary medicine",3140
"1617","2011/2012","Saskatchewan","Veterinary medicine",2206
"1618","2012/2013","Saskatchewan","Veterinary medicine",2298
"1619","2013/2014","Saskatchewan","Veterinary medicine",2390
"1620","2014/2015","Saskatchewan","Veterinary medicine",2486
"1621","2015/2016","Saskatchewan","Veterinary medicine",2536
"1622","2016/2017","Saskatchewan","Veterinary medicine",2600
"1623","2017/2018","Saskatchewan","Veterinary medicine",2626
"1624","2006/2007","Saskatchewan","Other health, parks, recreation and fitness",5476
"1626","2008/2009","Saskatchewan","Other health, parks, recreation and fitness",3823
"1627","2009/2010","Saskatchewan","Other health, parks, recreation and fitness",11058
"1628","2010/2011","Saskatchewan","Other health, parks, recreation and fitness",11650
"1629","2011/2012","Saskatchewan","Other health, parks, recreation and fitness",12003
"1630","2012/2013","Saskatchewan","Other health, parks, recreation and fitness",12134
"1631","2013/2014","Saskatchewan","Other health, parks, recreation and fitness",5922
"1632","2014/2015","Saskatchewan","Other health, parks, recreation and fitness",6178
"1633","2015/2016","Saskatchewan","Other health, parks, recreation and fitness",6303
"1634","2016/2017","Saskatchewan","Other health, parks, recreation and fitness",6421
"1635","2017/2018","Saskatchewan","Other health, parks, recreation and fitness",6612
"1636","2006/2007","Alberta","Education",5361
"1637","2007/2008","Alberta","Education",4778
"1638","2008/2009","Alberta","Education",5102
"1639","2009/2010","Alberta","Education",5061
"1640","2010/2011","Alberta","Education",5150
"1641","2011/2012","Alberta","Education",5138
"1642","2012/2013","Alberta","Education",5062
"1643","2013/2014","Alberta","Education",5317
"1644","2014/2015","Alberta","Education",5570
"1645","2015/2016","Alberta","Education",4757
"1646","2016/2017","Alberta","Education",4528
"1647","2017/2018","Alberta","Education",4528
"1648","2006/2007","Alberta","Visual and performing arts, and communications technologies",5152
"1649","2007/2008","Alberta","Visual and performing arts, and communications technologies",4808
"1650","2008/2009","Alberta","Visual and performing arts, and communications technologies",5746
"1651","2009/2010","Alberta","Visual and performing arts, and communications technologies",6231
"1652","2010/2011","Alberta","Visual and performing arts, and communications technologies",6559
"1653","2011/2012","Alberta","Visual and performing arts, and communications technologies",6242
"1654","2012/2013","Alberta","Visual and performing arts, and communications technologies",5881
"1655","2013/2014","Alberta","Visual and performing arts, and communications technologies",6162
"1656","2014/2015","Alberta","Visual and performing arts, and communications technologies",5196
"1657","2015/2016","Alberta","Visual and performing arts, and communications technologies",4064
"1658","2016/2017","Alberta","Visual and performing arts, and communications technologies",4101
"1659","2017/2018","Alberta","Visual and performing arts, and communications technologies",4101
"1660","2006/2007","Alberta","Humanities",4099
"1661","2007/2008","Alberta","Humanities",3921
"1662","2008/2009","Alberta","Humanities",4129
"1663","2009/2010","Alberta","Humanities",4215
"1664","2010/2011","Alberta","Humanities",4278
"1665","2011/2012","Alberta","Humanities",4292
"1666","2012/2013","Alberta","Humanities",4429
"1667","2013/2014","Alberta","Humanities",4441
"1668","2014/2015","Alberta","Humanities",4521
"1669","2015/2016","Alberta","Humanities",4055
"1670","2016/2017","Alberta","Humanities",4059
"1671","2017/2018","Alberta","Humanities",4059
"1672","2006/2007","Alberta","Social and behavioural sciences, and legal studies",4324
"1673","2007/2008","Alberta","Social and behavioural sciences, and legal studies",4255
"1674","2008/2009","Alberta","Social and behavioural sciences, and legal studies",4449
"1675","2009/2010","Alberta","Social and behavioural sciences, and legal studies",4787
"1676","2010/2011","Alberta","Social and behavioural sciences, and legal studies",4867
"1677","2011/2012","Alberta","Social and behavioural sciences, and legal studies",4872
"1678","2012/2013","Alberta","Social and behavioural sciences, and legal studies",4933
"1679","2013/2014","Alberta","Social and behavioural sciences, and legal studies",5429
"1680","2014/2015","Alberta","Social and behavioural sciences, and legal studies",5737
"1681","2015/2016","Alberta","Social and behavioural sciences, and legal studies",5646
"1682","2016/2017","Alberta","Social and behavioural sciences, and legal studies",5809
"1683","2017/2018","Alberta","Social and behavioural sciences, and legal studies",5809
"1684","2006/2007","Alberta","Law",9304
"1685","2007/2008","Alberta","Law",9096
"1686","2008/2009","Alberta","Law",7392
"1687","2009/2010","Alberta","Law",4801
"1688","2010/2011","Alberta","Law",4873
"1689","2011/2012","Alberta","Law",4889
"1690","2012/2013","Alberta","Law",5026
"1691","2013/2014","Alberta","Law",4586
"1692","2014/2015","Alberta","Law",4706
"1693","2015/2016","Alberta","Law",4080
"1694","2016/2017","Alberta","Law",4147
"1695","2017/2018","Alberta","Law",4147
"1696","2006/2007","Alberta","Business, management and public administration",16260
"1697","2007/2008","Alberta","Business, management and public administration",5924
"1698","2008/2009","Alberta","Business, management and public administration",5048
"1699","2009/2010","Alberta","Business, management and public administration",5231
"1700","2010/2011","Alberta","Business, management and public administration",5304
"1701","2011/2012","Alberta","Business, management and public administration",5316
"1702","2012/2013","Alberta","Business, management and public administration",5374
"1703","2013/2014","Alberta","Business, management and public administration",5460
"1704","2014/2015","Alberta","Business, management and public administration",18001
"1705","2015/2016","Alberta","Business, management and public administration",16852
"1706","2016/2017","Alberta","Business, management and public administration",16835
"1707","2017/2018","Alberta","Business, management and public administration",16835
"1708","2007/2008","Alberta","Executive MBA",23654
"1709","2008/2009","Alberta","Executive MBA",25990
"1710","2009/2010","Alberta","Executive MBA",26939
"1711","2010/2011","Alberta","Executive MBA",27374
"1712","2011/2012","Alberta","Executive MBA",27904
"1713","2012/2013","Alberta","Executive MBA",28255
"1714","2013/2014","Alberta","Executive MBA",28279
"1715","2014/2015","Alberta","Executive MBA",28685
"1716","2015/2016","Alberta","Executive MBA",30491
"1717","2016/2017","Alberta","Executive MBA",30443
"1718","2017/2018","Alberta","Executive MBA",30770
"1719","2007/2008","Alberta","Regular MBA",10228
"1720","2008/2009","Alberta","Regular MBA",10776
"1721","2009/2010","Alberta","Regular MBA",11286
"1722","2010/2011","Alberta","Regular MBA",11455
"1723","2011/2012","Alberta","Regular MBA",11929
"1724","2012/2013","Alberta","Regular MBA",11685
"1725","2013/2014","Alberta","Regular MBA",11663
"1726","2014/2015","Alberta","Regular MBA",11748
"1727","2015/2016","Alberta","Regular MBA",11855
"1728","2016/2017","Alberta","Regular MBA",11760
"1729","2017/2018","Alberta","Regular MBA",11760
"1730","2006/2007","Alberta","Physical and life sciences and technologies",3857
"1731","2007/2008","Alberta","Physical and life sciences and technologies",3834
"1732","2008/2009","Alberta","Physical and life sciences and technologies",4162
"1733","2009/2010","Alberta","Physical and life sciences and technologies",4346
"1734","2010/2011","Alberta","Physical and life sciences and technologies",4410
"1735","2011/2012","Alberta","Physical and life sciences and technologies",4425
"1736","2012/2013","Alberta","Physical and life sciences and technologies",4630
"1737","2013/2014","Alberta","Physical and life sciences and technologies",4669
"1738","2014/2015","Alberta","Physical and life sciences and technologies",4749
"1739","2015/2016","Alberta","Physical and life sciences and technologies",4233
"1740","2016/2017","Alberta","Physical and life sciences and technologies",4208
"1741","2017/2018","Alberta","Physical and life sciences and technologies",4208
"1742","2006/2007","Alberta","Mathematics, computer and information sciences",4872
"1743","2007/2008","Alberta","Mathematics, computer and information sciences",3966
"1744","2008/2009","Alberta","Mathematics, computer and information sciences",4505
"1745","2009/2010","Alberta","Mathematics, computer and information sciences",4814
"1746","2010/2011","Alberta","Mathematics, computer and information sciences",4888
"1747","2011/2012","Alberta","Mathematics, computer and information sciences",4823
"1748","2012/2013","Alberta","Mathematics, computer and information sciences",4679
"1749","2013/2014","Alberta","Mathematics, computer and information sciences",4639
"1750","2014/2015","Alberta","Mathematics, computer and information sciences",4667
"1751","2015/2016","Alberta","Mathematics, computer and information sciences",4802
"1752","2016/2017","Alberta","Mathematics, computer and information sciences",4474
"1753","2017/2018","Alberta","Mathematics, computer and information sciences",4474
"1754","2006/2007","Alberta","Engineering",4218
"1755","2007/2008","Alberta","Engineering",4470
"1756","2008/2009","Alberta","Engineering",4211
"1757","2009/2010","Alberta","Engineering",4386
"1758","2010/2011","Alberta","Engineering",4452
"1759","2011/2012","Alberta","Engineering",4467
"1760","2012/2013","Alberta","Engineering",4604
"1761","2013/2014","Alberta","Engineering",4601
"1762","2014/2015","Alberta","Engineering",4590
