"","Ref_Date","GEO","STUDYFIELD","averageTuitionFee"
"714","2012/2013","New Brunswick","Regular MBA",5560
"715","2013/2014","New Brunswick","Regular MBA",5737
"716","2014/2015","New Brunswick","Regular MBA",5866
"717","2015/2016","New Brunswick","Regular MBA",5874
"718","2016/2017","New Brunswick","Regular MBA",6242
"719","2017/2018","New Brunswick","Regular MBA",6363
"720","2006/2007","New Brunswick","Physical and life sciences and technologies",4853
"721","2007/2008","New Brunswick","Physical and life sciences and technologies",5120
"722","2008/2009","New Brunswick","Physical and life sciences and technologies",5050
"723","2009/2010","New Brunswick","Physical and life sciences and technologies",5063
"724","2010/2011","New Brunswick","Physical and life sciences and technologies",5045
"725","2011/2012","New Brunswick","Physical and life sciences and technologies",5420
"726","2012/2013","New Brunswick","Physical and life sciences and technologies",5643
"727","2013/2014","New Brunswick","Physical and life sciences and technologies",5738
"728","2014/2015","New Brunswick","Physical and life sciences and technologies",5844
"729","2015/2016","New Brunswick","Physical and life sciences and technologies",5781
"730","2016/2017","New Brunswick","Physical and life sciences and technologies",6106
"731","2017/2018","New Brunswick","Physical and life sciences and technologies",6226
"732","2006/2007","New Brunswick","Mathematics, computer and information sciences",5694
"733","2007/2008","New Brunswick","Mathematics, computer and information sciences",5797
"734","2008/2009","New Brunswick","Mathematics, computer and information sciences",5756
"735","2009/2010","New Brunswick","Mathematics, computer and information sciences",5716
"736","2010/2011","New Brunswick","Mathematics, computer and information sciences",5448
"737","2011/2012","New Brunswick","Mathematics, computer and information sciences",5643
"738","2012/2013","New Brunswick","Mathematics, computer and information sciences",5542
"739","2013/2014","New Brunswick","Mathematics, computer and information sciences",5533
"740","2014/2015","New Brunswick","Mathematics, computer and information sciences",5625
"741","2015/2016","New Brunswick","Mathematics, computer and information sciences",5788
"742","2016/2017","New Brunswick","Mathematics, computer and information sciences",5965
"743","2017/2018","New Brunswick","Mathematics, computer and information sciences",6083
"744","2006/2007","New Brunswick","Engineering",5395
"745","2007/2008","New Brunswick","Engineering",5387
"746","2008/2009","New Brunswick","Engineering",5367
"747","2009/2010","New Brunswick","Engineering",5256
"748","2010/2011","New Brunswick","Engineering",5204
"749","2011/2012","New Brunswick","Engineering",5393
"750","2012/2013","New Brunswick","Engineering",5664
"751","2013/2014","New Brunswick","Engineering",5894
"752","2014/2015","New Brunswick","Engineering",6264
"753","2015/2016","New Brunswick","Engineering",6264
"754","2016/2017","New Brunswick","Engineering",6397
"755","2017/2018","New Brunswick","Engineering",6525
"756","2006/2007","New Brunswick","Agriculture, natural resources and conservation",4208
"757","2007/2008","New Brunswick","Agriculture, natural resources and conservation",4365
"758","2008/2009","New Brunswick","Agriculture, natural resources and conservation",4365
"759","2009/2010","New Brunswick","Agriculture, natural resources and conservation",4365
"760","2010/2011","New Brunswick","Agriculture, natural resources and conservation",3793
"761","2011/2012","New Brunswick","Agriculture, natural resources and conservation",3952
"762","2012/2013","New Brunswick","Agriculture, natural resources and conservation",4089
"763","2013/2014","New Brunswick","Agriculture, natural resources and conservation",4203
"764","2014/2015","New Brunswick","Agriculture, natural resources and conservation",4317
"765","2015/2016","New Brunswick","Agriculture, natural resources and conservation",4317
"766","2016/2017","New Brunswick","Agriculture, natural resources and conservation",4396
"767","2017/2018","New Brunswick","Agriculture, natural resources and conservation",4476
"768","2007/2008","New Brunswick","Nursing",4382
"769","2008/2009","New Brunswick","Nursing",4776
"770","2009/2010","New Brunswick","Nursing",4907
"771","2010/2011","New Brunswick","Nursing",4907
"772","2011/2012","New Brunswick","Nursing",5090
"773","2012/2013","New Brunswick","Nursing",5104
"774","2013/2014","New Brunswick","Nursing",5199
"775","2014/2015","New Brunswick","Nursing",5430
"776","2015/2016","New Brunswick","Nursing",5379
"777","2016/2017","New Brunswick","Nursing",5922
"778","2017/2018","New Brunswick","Nursing",6038
"779","2006/2007","New Brunswick","Other health, parks, recreation and fitness",5496
"780","2007/2008","New Brunswick","Other health, parks, recreation and fitness",5562
"781","2008/2009","New Brunswick","Other health, parks, recreation and fitness",5562
"782","2009/2010","New Brunswick","Other health, parks, recreation and fitness",5562
"783","2010/2011","New Brunswick","Other health, parks, recreation and fitness",5562
"784","2011/2012","New Brunswick","Other health, parks, recreation and fitness",5760
"785","2012/2013","New Brunswick","Other health, parks, recreation and fitness",5934
"786","2013/2014","New Brunswick","Other health, parks, recreation and fitness",6084
"787","2014/2015","New Brunswick","Other health, parks, recreation and fitness",6264
"788","2015/2016","New Brunswick","Other health, parks, recreation and fitness",6264
"789","2016/2017","New Brunswick","Other health, parks, recreation and fitness",6576
"790","2017/2018","New Brunswick","Other health, parks, recreation and fitness",6708
"791","2006/2007","Quebec","Education",1951
"792","2007/2008","Quebec","Education",2043
"793","2008/2009","Quebec","Education",2052
"794","2009/2010","Quebec","Education",2347
"795","2010/2011","Quebec","Education",2513
"796","2011/2012","Quebec","Education",2630
"797","2012/2013","Quebec","Education",2567
"798","2013/2014","Quebec","Education",2566
"799","2014/2015","Quebec","Education",2629
"800","2015/2016","Quebec","Education",2662
"801","2016/2017","Quebec","Education",2679
"802","2017/2018","Quebec","Education",2749
"803","2006/2007","Quebec","Visual and performing arts, and communications technologies",2414
"804","2007/2008","Quebec","Visual and performing arts, and communications technologies",2503
"805","2008/2009","Quebec","Visual and performing arts, and communications technologies",2446
"806","2009/2010","Quebec","Visual and performing arts, and communications technologies",2968
"807","2010/2011","Quebec","Visual and performing arts, and communications technologies",3160
"808","2011/2012","Quebec","Visual and performing arts, and communications technologies",3290
"809","2012/2013","Quebec","Visual and performing arts, and communications technologies",3209
"810","2013/2014","Quebec","Visual and performing arts, and communications technologies",3005
"811","2014/2015","Quebec","Visual and performing arts, and communications technologies",3091
"812","2015/2016","Quebec","Visual and performing arts, and communications technologies",3180
"813","2016/2017","Quebec","Visual and performing arts, and communications technologies",3222
"814","2017/2018","Quebec","Visual and performing arts, and communications technologies",3305
"815","2006/2007","Quebec","Humanities",2133
"816","2007/2008","Quebec","Humanities",2197
"817","2008/2009","Quebec","Humanities",2175
"818","2009/2010","Quebec","Humanities",2408
"819","2010/2011","Quebec","Humanities",2577
"820","2011/2012","Quebec","Humanities",2686
"821","2012/2013","Quebec","Humanities",2697
"822","2013/2014","Quebec","Humanities",2648
"823","2014/2015","Quebec","Humanities",2764
"824","2015/2016","Quebec","Humanities",2795
"825","2016/2017","Quebec","Humanities",2829
"826","2017/2018","Quebec","Humanities",2904
"827","2006/2007","Quebec","Social and behavioural sciences, and legal studies",2072
"828","2007/2008","Quebec","Social and behavioural sciences, and legal studies",2159
"829","2008/2009","Quebec","Social and behavioural sciences, and legal studies",2170
"830","2009/2010","Quebec","Social and behavioural sciences, and legal studies",2350
"831","2010/2011","Quebec","Social and behavioural sciences, and legal studies",2493
"832","2011/2012","Quebec","Social and behavioural sciences, and legal studies",2601
"833","2012/2013","Quebec","Social and behavioural sciences, and legal studies",2573
"834","2013/2014","Quebec","Social and behavioural sciences, and legal studies",2599
"835","2014/2015","Quebec","Social and behavioural sciences, and legal studies",2683
"836","2015/2016","Quebec","Social and behavioural sciences, and legal studies",2704
"837","2016/2017","Quebec","Social and behavioural sciences, and legal studies",2748
"838","2017/2018","Quebec","Social and behavioural sciences, and legal studies",2820
"839","2006/2007","Quebec","Law",1906
"840","2007/2008","Quebec","Law",1945
"841","2008/2009","Quebec","Law",2082
"842","2009/2010","Quebec","Law",2287
"843","2010/2011","Quebec","Law",2382
"844","2011/2012","Quebec","Law",2495
"845","2012/2013","Quebec","Law",2503
"846","2013/2014","Quebec","Law",2576
"847","2014/2015","Quebec","Law",2725
"848","2015/2016","Quebec","Law",2819
"849","2016/2017","Quebec","Law",2696
"850","2017/2018","Quebec","Law",2767
"851","2006/2007","Quebec","Business, management and public administration",2122
"852","2007/2008","Quebec","Business, management and public administration",2058
"853","2008/2009","Quebec","Business, management and public administration",2054
"854","2009/2010","Quebec","Business, management and public administration",2252
"855","2010/2011","Quebec","Business, management and public administration",2411
"856","2011/2012","Quebec","Business, management and public administration",2522
"857","2012/2013","Quebec","Business, management and public administration",2476
"858","2013/2014","Quebec","Business, management and public administration",2473
"859","2014/2015","Quebec","Business, management and public administration",2496
"860","2015/2016","Quebec","Business, management and public administration",2553
"861","2016/2017","Quebec","Business, management and public administration",2563
"862","2017/2018","Quebec","Business, management and public administration",2622
"863","2007/2008","Quebec","Executive MBA",8130
"864","2008/2009","Quebec","Executive MBA",4869
"865","2009/2010","Quebec","Executive MBA",5609
"866","2010/2011","Quebec","Executive MBA",7577
"867","2011/2012","Quebec","Executive MBA",7505
"868","2012/2013","Quebec","Executive MBA",6041
"869","2013/2014","Quebec","Executive MBA",6538
"870","2014/2015","Quebec","Executive MBA",7063
"871","2015/2016","Quebec","Executive MBA",6751
"872","2016/2017","Quebec","Executive MBA",7055
"873","2017/2018","Quebec","Executive MBA",7107
"874","2007/2008","Quebec","Regular MBA",2051
"875","2008/2009","Quebec","Regular MBA",2342
"876","2009/2010","Quebec","Regular MBA",3167
"877","2010/2011","Quebec","Regular MBA",3733
"878","2011/2012","Quebec","Regular MBA",4000
"879","2012/2013","Quebec","Regular MBA",3846
"880","2013/2014","Quebec","Regular MBA",3673
"881","2014/2015","Quebec","Regular MBA",3990
"882","2015/2016","Quebec","Regular MBA",8867
"883","2016/2017","Quebec","Regular MBA",9459
"884","2017/2018","Quebec","Regular MBA",9796
"885","2006/2007","Quebec","Physical and life sciences and technologies",2078
"886","2007/2008","Quebec","Physical and life sciences and technologies",2153
"887","2008/2009","Quebec","Physical and life sciences and technologies",2356
"888","2009/2010","Quebec","Physical and life sciences and technologies",2519
"889","2010/2011","Quebec","Physical and life sciences and technologies",2643
"890","2011/2012","Quebec","Physical and life sciences and technologies",2769
"891","2012/2013","Quebec","Physical and life sciences and technologies",2808
"892","2013/2014","Quebec","Physical and life sciences and technologies",2943
"893","2014/2015","Quebec","Physical and life sciences and technologies",3066
"894","2015/2016","Quebec","Physical and life sciences and technologies",3188
"895","2016/2017","Quebec","Physical and life sciences and technologies",3297
"896","2017/2018","Quebec","Physical and life sciences and technologies",3382
"897","2006/2007","Quebec","Mathematics, computer and information sciences",2163
"898","2007/2008","Quebec","Mathematics, computer and information sciences",2327
"899","2008/2009","Quebec","Mathematics, computer and information sciences",2208
"900","2009/2010","Quebec","Mathematics, computer and information sciences",2531
"901","2010/2011","Quebec","Mathematics, computer and information sciences",2765
"902","2011/2012","Quebec","Mathematics, computer and information sciences",2882
"903","2012/2013","Quebec","Mathematics, computer and information sciences",2867
"904","2013/2014","Quebec","Mathematics, computer and information sciences",2860
"905","2014/2015","Quebec","Mathematics, computer and information sciences",2928
"906","2015/2016","Quebec","Mathematics, computer and information sciences",3055
"907","2016/2017","Quebec","Mathematics, computer and information sciences",3141
"908","2017/2018","Quebec","Mathematics, computer and information sciences",3223
"909","2006/2007","Quebec","Engineering",2251
"910","2007/2008","Quebec","Engineering",2325
"911","2008/2009","Quebec","Engineering",2128
"912","2009/2010","Quebec","Engineering",2588
"913","2010/2011","Quebec","Engineering",2841
"914","2011/2012","Quebec","Engineering",2940
"915","2012/2013","Quebec","Engineering",2831
"916","2013/2014","Quebec","Engineering",2730
"917","2014/2015","Quebec","Engineering",2858
"918","2015/2016","Quebec","Engineering",2936
"919","2016/2017","Quebec","Engineering",3044
"920","2017/2018","Quebec","Engineering",3121
"921","2006/2007","Quebec","Architecture and related technologies",2145
"922","2007/2008","Quebec","Architecture and related technologies",2160
"923","2008/2009","Quebec","Architecture and related technologies",2210
"924","2009/2010","Quebec","Architecture and related technologies",2425
"925","2010/2011","Quebec","Architecture and related technologies",2533
"926","2011/2012","Quebec","Architecture and related technologies",2656
"927","2012/2013","Quebec","Architecture and related technologies",2589
"928","2013/2014","Quebec","Architecture and related technologies",2699
"929","2014/2015","Quebec","Architecture and related technologies",2777
"930","2015/2016","Quebec","Architecture and related technologies",2785
"931","2016/2017","Quebec","Architecture and related technologies",2805
"932","2017/2018","Quebec","Architecture and related technologies",2879
"933","2006/2007","Quebec","Agriculture, natural resources and conservation",1925
"934","2007/2008","Quebec","Agriculture, natural resources and conservation",2076
"935","2008/2009","Quebec","Agriculture, natural resources and conservation",2336
"936","2009/2010","Quebec","Agriculture, natural resources and conservation",2381
"937","2010/2011","Quebec","Agriculture, natural resources and conservation",2412
"938","2011/2012","Quebec","Agriculture, natural resources and conservation",2493
"939","2012/2013","Quebec","Agriculture, natural resources and conservation",2522
"940","2013/2014","Quebec","Agriculture, natural resources and conservation",3392
"941","2014/2015","Quebec","Agriculture, natural resources and conservation",3569
"942","2015/2016","Quebec","Agriculture, natural resources and conservation",2715
"943","2016/2017","Quebec","Agriculture, natural resources and conservation",2902
"944","2017/2018","Quebec","Agriculture, natural resources and conservation",2979
"945","2007/2008","Quebec","Dentistry",2239
"946","2008/2009","Quebec","Dentistry",2557
"947","2009/2010","Quebec","Dentistry",2533
"948","2010/2011","Quebec","Dentistry",2644
"949","2011/2012","Quebec","Dentistry",2772
"950","2012/2013","Quebec","Dentistry",2982
"951","2013/2014","Quebec","Dentistry",2998
"952","2014/2015","Quebec","Dentistry",3112
"953","2015/2016","Quebec","Dentistry",3457
"954","2016/2017","Quebec","Dentistry",3630
"955","2017/2018","Quebec","Dentistry",3722
"956","2007/2008","Quebec","Medicine",2276
"967","2007/2008","Quebec","Nursing",2435
"968","2008/2009","Quebec","Nursing",2439
"969","2009/2010","Quebec","Nursing",2366
"970","2010/2011","Quebec","Nursing",2472
"971","2011/2012","Quebec","Nursing",2572
"972","2012/2013","Quebec","Nursing",2751
"973","2013/2014","Quebec","Nursing",2891
"974","2014/2015","Quebec","Nursing",2934
"975","2015/2016","Quebec","Nursing",2880
"976","2016/2017","Quebec","Nursing",2815
"977","2017/2018","Quebec","Nursing",2889
"978","2007/2008","Quebec","Pharmacy",1834
"979","2008/2009","Quebec","Pharmacy",1950
"980","2009/2010","Quebec","Pharmacy",2005
"981","2010/2011","Quebec","Pharmacy",2105
"982","2011/2012","Quebec","Pharmacy",2204
"983","2012/2013","Quebec","Pharmacy",2281
"984","2013/2014","Quebec","Pharmacy",2426
"985","2014/2015","Quebec","Pharmacy",2401
"986","2015/2016","Quebec","Pharmacy",2413
"987","2016/2017","Quebec","Pharmacy",2431
"988","2017/2018","Quebec","Pharmacy",2496
"989","2007/2008","Quebec","Veterinary medicine",1850
"990","2008/2009","Quebec","Veterinary medicine",1921
"991","2009/2010","Quebec","Veterinary medicine",1968
"992","2010/2011","Quebec","Veterinary medicine",2068
"993","2011/2012","Quebec","Veterinary medicine",2168
"994","2012/2013","Quebec","Veterinary medicine",2344
"995","2013/2014","Quebec","Veterinary medicine",2420
"996","2014/2015","Quebec","Veterinary medicine",2476
"997","2015/2016","Quebec","Veterinary medicine",2349
"998","2016/2017","Quebec","Veterinary medicine",2457
"999","2017/2018","Quebec","Veterinary medicine",2523
"1000","2006/2007","Quebec","Other health, parks, recreation and fitness",1894
"1001","2007/2008","Quebec","Other health, parks, recreation and fitness",2158
"1002","2008/2009","Quebec","Other health, parks, recreation and fitness",2238
"1003","2009/2010","Quebec","Other health, parks, recreation and fitness",2493
"1004","2010/2011","Quebec","Other health, parks, recreation and fitness",2626
"1005","2011/2012","Quebec","Other health, parks, recreation and fitness",2732
"1006","2012/2013","Quebec","Other health, parks, recreation and fitness",2777
"1007","2013/2014","Quebec","Other health, parks, recreation and fitness",2782
"1008","2014/2015","Quebec","Other health, parks, recreation and fitness",2853
"1009","2015/2016","Quebec","Other health, parks, recreation and fitness",2898
"1010","2016/2017","Quebec","Other health, parks, recreation and fitness",2967
"1011","2017/2018","Quebec","Other health, parks, recreation and fitness",3045
"1012","2006/2007","Ontario","Education",5086
"1013","2007/2008","Ontario","Education",4730
"1014","2008/2009","Ontario","Education",5423
"1015","2009/2010","Ontario","Education",5626
"1016","2010/2011","Ontario","Education",5965
"1017","2011/2012","Ontario","Education",6438
"1018","2012/2013","Ontario","Education",7483
"1019","2013/2014","Ontario","Education",7551
"1020","2014/2015","Ontario","Education",7686
"1021","2015/2016","Ontario","Education",8038
"1022","2016/2017","Ontario","Education",8411
"1023","2017/2018","Ontario","Education",8629
"1024","2006/2007","Ontario","Visual and performing arts, and communications technologies",5457
"1025","2007/2008","Ontario","Visual and performing arts, and communications technologies",5637
"1026","2008/2009","Ontario","Visual and performing arts, and communications technologies",5977
"1027","2009/2010","Ontario","Visual and performing arts, and communications technologies",6143
"1028","2010/2011","Ontario","Visual and performing arts, and communications technologies",6567
"1029","2011/2012","Ontario","Visual and performing arts, and communications technologies",5588
"1030","2012/2013","Ontario","Visual and performing arts, and communications technologies",6594
"1031","2013/2014","Ontario","Visual and performing arts, and communications technologies",6410
"1032","2014/2015","Ontario","Visual and performing arts, and communications technologies",6547
"1033","2015/2016","Ontario","Visual and performing arts, and communications technologies",7533
"1034","2016/2017","Ontario","Visual and performing arts, and communications technologies",7362
"1035","2017/2018","Ontario","Visual and performing arts, and communications technologies",7495
"1036","2006/2007","Ontario","Humanities",4705
"1037","2007/2008","Ontario","Humanities",4679
"1038","2008/2009","Ontario","Humanities",4979
"1039","2009/2010","Ontario","Humanities",5287
"1040","2010/2011","Ontario","Humanities",5654
"1041","2011/2012","Ontario","Humanities",5995
"1042","2012/2013","Ontario","Humanities",6265
"1043","2013/2014","Ontario","Humanities",6223
"1044","2014/2015","Ontario","Humanities",6238
"1045","2015/2016","Ontario","Humanities",6236
"1046","2016/2017","Ontario","Humanities",6351
"1047","2017/2018","Ontario","Humanities",6381
"1048","2006/2007","Ontario","Social and behavioural sciences, and legal studies",4700
"1049","2007/2008","Ontario","Social and behavioural sciences, and legal studies",4621
"1050","2008/2009","Ontario","Social and behavioural sciences, and legal studies",4992
"1051","2009/2010","Ontario","Social and behavioural sciences, and legal studies",5268
"1052","2010/2011","Ontario","Social and behavioural sciences, and legal studies",5980
"1053","2011/2012","Ontario","Social and behavioural sciences, and legal studies",6364
"1054","2012/2013","Ontario","Social and behavioural sciences, and legal studies",7127
"1055","2013/2014","Ontario","Social and behavioural sciences, and legal studies",7132
"1056","2014/2015","Ontario","Social and behavioural sciences, and legal studies",7389
"1057","2015/2016","Ontario","Social and behavioural sciences, and legal studies",7643
"1058","2016/2017","Ontario","Social and behavioural sciences, and legal studies",8269
"1059","2017/2018","Ontario","Social and behavioural sciences, and legal studies",8402
"1060","2006/2007","Ontario","Law",4985
"1061","2007/2008","Ontario","Law",4736
"1062","2008/2009","Ontario","Law",4882
"1063","2009/2010","Ontario","Law",5145
"1064","2010/2011","Ontario","Law",5081
"1065","2011/2012","Ontario","Law",8141
"1066","2012/2013","Ontario","Law",8350
"1067","2013/2014","Ontario","Law",8973
"1068","2014/2015","Ontario","Law",9311
"1069","2015/2016","Ontario","Law",9597
"1070","2016/2017","Ontario","Law",10077
"1071","2017/2018","Ontario","Law",10378
"1072","2006/2007","Ontario","Business, management and public administration",23927
"1073","2007/2008","Ontario","Business, management and public administration",10017
"1074","2008/2009","Ontario","Business, management and public administration",11458
"1075","2009/2010","Ontario","Business, management and public administration",11905
"1076","2010/2011","Ontario","Business, management and public administration",16543
"1077","2011/2012","Ontario","Business, management and public administration",18930
"1078","2012/2013","Ontario","Business, management and public administration",15286
"1079","2013/2014","Ontario","Business, management and public administration",15936
"1080","2014/2015","Ontario","Business, management and public administration",16529
"1081","2015/2016","Ontario","Business, management and public administration",17501
"1082","2016/2017","Ontario","Business, management and public administration",18358
"1083","2017/2018","Ontario","Business, management and public administration",18418
"1084","2007/2008","Ontario","Executive MBA",33253
"1085","2008/2009","Ontario","Executive MBA",39530
"1086","2009/2010","Ontario","Executive MBA",42216
"1087","2010/2011","Ontario","Executive MBA",63176
"1088","2011/2012","Ontario","Executive MBA",64124
"1089","2012/2013","Ontario","Executive MBA",62593
"1090","2013/2014","Ontario","Executive MBA",70909
"1091","2014/2015","Ontario","Executive MBA",72976
"1092","2015/2016","Ontario","Executive MBA",90838
"1093","2016/2017","Ontario","Executive MBA",89876
"1094","2017/2018","Ontario","Executive MBA",91986
"1095","2007/2008","Ontario","Regular MBA",26301
"1096","2008/2009","Ontario","Regular MBA",26356
"1097","2009/2010","Ontario","Regular MBA",28024
"1098","2010/2011","Ontario","Regular MBA",29195
"1099","2011/2012","Ontario","Regular MBA",33439
"1100","2012/2013","Ontario","Regular MBA",33702
"1101","2013/2014","Ontario","Regular MBA",38906
"1102","2014/2015","Ontario","Regular MBA",40234
"1103","2015/2016","Ontario","Regular MBA",36905
"1104","2016/2017","Ontario","Regular MBA",40593
"1105","2017/2018","Ontario","Regular MBA",41924
"1106","2006/2007","Ontario","Physical and life sciences and technologies",5807
"1107","2007/2008","Ontario","Physical and life sciences and technologies",5860
"1108","2008/2009","Ontario","Physical and life sciences and technologies",6234
"1109","2009/2010","Ontario","Physical and life sciences and technologies",6562
"1110","2010/2011","Ontario","Physical and life sciences and technologies",6940
"1111","2011/2012","Ontario","Physical and life sciences and technologies",7437
"1112","2012/2013","Ontario","Physical and life sciences and technologies",7564
"1113","2013/2014","Ontario","Physical and life sciences and technologies",7681
"1114","2014/2015","Ontario","Physical and life sciences and technologies",7893
"1115","2015/2016","Ontario","Physical and life sciences and technologies",8143
"1116","2016/2017","Ontario","Physical and life sciences and technologies",8330
"1117","2017/2018","Ontario","Physical and life sciences and technologies",8500
"1118","2006/2007","Ontario","Mathematics, computer and information sciences",4811
"1119","2007/2008","Ontario","Mathematics, computer and information sciences",4894
"1120","2008/2009","Ontario","Mathematics, computer and information sciences",5222
"1121","2009/2010","Ontario","Mathematics, computer and information sciences",6793
"1122","2010/2011","Ontario","Mathematics, computer and information sciences",7079
"1123","2011/2012","Ontario","Mathematics, computer and information sciences",7472
"1124","2012/2013","Ontario","Mathematics, computer and information sciences",6998
"1125","2013/2014","Ontario","Mathematics, computer and information sciences",7040
"1126","2014/2015","Ontario","Mathematics, computer and information sciences",7117
"1127","2015/2016","Ontario","Mathematics, computer and information sciences",7296
"1128","2016/2017","Ontario","Mathematics, computer and information sciences",10072
"1129","2017/2018","Ontario","Mathematics, computer and information sciences",10310
"1130","2006/2007","Ontario","Engineering",5395
"1131","2007/2008","Ontario","Engineering",5716
"1132","2008/2009","Ontario","Engineering",6148
"1133","2009/2010","Ontario","Engineering",6678
"1134","2010/2011","Ontario","Engineering",6905
"1135","2011/2012","Ontario","Engineering",6927
"1136","2012/2013","Ontario","Engineering",8312
"1137","2013/2014","Ontario","Engineering",8570
"1138","2014/2015","Ontario","Engineering",8850
"1139","2015/2016","Ontario","Engineering",9117
"1140","2016/2017","Ontario","Engineering",9388
"1141","2017/2018","Ontario","Engineering",9597
"1142","2006/2007","Ontario","Architecture and related technologies",5128
"1143","2007/2008","Ontario","Architecture and related technologies",5178
"1144","2008/2009","Ontario","Architecture and related technologies",5532
"1145","2009/2010","Ontario","Architecture and related technologies",5866
"1146","2010/2011","Ontario","Architecture and related technologies",6179
"1147","2011/2012","Ontario","Architecture and related technologies",6557
"1148","2012/2013","Ontario","Architecture and related technologies",7005
"1149","2013/2014","Ontario","Architecture and related technologies",7257
"1150","2014/2015","Ontario","Architecture and related technologies",7506
"1151","2015/2016","Ontario","Architecture and related technologies",7782
"1152","2016/2017","Ontario","Architecture and related technologies",8170
"1153","2017/2018","Ontario","Architecture and related technologies",8419
"1154","2006/2007","Ontario","Agriculture, natural resources and conservation",3357
"1155","2007/2008","Ontario","Agriculture, natural resources and conservation",3739
"1156","2008/2009","Ontario","Agriculture, natural resources and conservation",4006
"1157","2009/2010","Ontario","Agriculture, natural resources and conservation",4156
"1158","2010/2011","Ontario","Agriculture, natural resources and conservation",4433
"1159","2011/2012","Ontario","Agriculture, natural resources and conservation",4396
"1160","2012/2013","Ontario","Agriculture, natural resources and conservation",5384
"1161","2013/2014","Ontario","Agriculture, natural resources and conservation",5201
"1162","2014/2015","Ontario","Agriculture, natural resources and conservation",5369
"1163","2015/2016","Ontario","Agriculture, natural resources and conservation",5496
"1164","2016/2017","Ontario","Agriculture, natural resources and conservation",5791
"1165","2017/2018","Ontario","Agriculture, natural resources and conservation",5924
"1166","2007/2008","Ontario","Dentistry",12070
"1171","2012/2013","Ontario","Dentistry",16600
"1172","2013/2014","Ontario","Dentistry",17233
"1173","2014/2015","Ontario","Dentistry",17905
"1174","2015/2016","Ontario","Dentistry",18606
"1175","2016/2017","Ontario","Dentistry",19408
"1176","2017/2018","Ontario","Dentistry",20180
"1177","2006/2007","Ontario","Medicine",9217
"1178","2007/2008","Ontario","Medicine",9107
"1189","2007/2008","Ontario","Nursing",5999
"1190","2008/2009","Ontario","Nursing",6336
"1191","2009/2010","Ontario","Nursing",6650
"1192","2010/2011","Ontario","Nursing",7020
"1193","2011/2012","Ontario","Nursing",7235
"1194","2012/2013","Ontario","Nursing",8026
"1195","2013/2014","Ontario","Nursing",8183
"1196","2014/2015","Ontario","Nursing",8252
"1197","2015/2016","Ontario","Nursing",8514
"1198","2016/2017","Ontario","Nursing",8742
"1199","2017/2018","Ontario","Nursing",8938
"1200","2008/2009","Ontario","Pharmacy",6121
"1201","2009/2010","Ontario","Pharmacy",6366
"1202","2010/2011","Ontario","Pharmacy",6621
"1203","2011/2012","Ontario","Pharmacy",6885
"1204","2012/2013","Ontario","Pharmacy",7117
"1205","2013/2014","Ontario","Pharmacy",6987
"1206","2014/2015","Ontario","Pharmacy",6836
"1207","2015/2016","Ontario","Pharmacy",6733
"1208","2016/2017","Ontario","Pharmacy",6737
"1209","2017/2018","Ontario","Pharmacy",6684
"1210","2007/2008","Ontario","Veterinary medicine",3802
"1211","2008/2009","Ontario","Veterinary medicine",4031
"1212","2009/2010","Ontario","Veterinary medicine",4202
"1213","2010/2011","Ontario","Veterinary medicine",4328
"1214","2011/2012","Ontario","Veterinary medicine",4457
"1215","2012/2013","Ontario","Veterinary medicine",4591
"1216","2013/2014","Ontario","Veterinary medicine",4683
"1217","2014/2015","Ontario","Veterinary medicine",4777
"1218","2015/2016","Ontario","Veterinary medicine",4824
"1219","2016/2017","Ontario","Veterinary medicine",4969
"1220","2017/2018","Ontario","Veterinary medicine",5143
"1221","2006/2007","Ontario","Other health, parks, recreation and fitness",10367
"1222","2007/2008","Ontario","Other health, parks, recreation and fitness",5617
"1223","2008/2009","Ontario","Other health, parks, recreation and fitness",5745
"1224","2009/2010","Ontario","Other health, parks, recreation and fitness",6273
"1225","2010/2011","Ontario","Other health, parks, recreation and fitness",9516
"1226","2011/2012","Ontario","Other health, parks, recreation and fitness",10248
"1227","2012/2013","Ontario","Other health, parks, recreation and fitness",10726
"1228","2013/2014","Ontario","Other health, parks, recreation and fitness",10976
"1229","2014/2015","Ontario","Other health, parks, recreation and fitness",11402
"1230","2015/2016","Ontario","Other health, parks, recreation and fitness",12117
"1231","2016/2017","Ontario","Other health, parks, recreation and fitness",12585
"1232","2017/2018","Ontario","Other health, parks, recreation and fitness",13053
"1233","2016/2017","Ontario","Personal, protective and transportation services",3987
"1234","2017/2018","Ontario","Personal, protective and transportation services",7761
"1235","2006/2007","Manitoba","Education",9249
"1236","2007/2008","Manitoba","Education",3765
"1237","2008/2009","Manitoba","Education",3759
"1238","2009/2010","Manitoba","Education",3996
"1239","2010/2011","Manitoba","Education",4196
"1240","2011/2012","Manitoba","Education",4238
"1241","2012/2013","Manitoba","Education",4358
"1242","2013/2014","Manitoba","Education",4406
"1243","2014/2015","Manitoba","Education",4523
"1244","2015/2016","Manitoba","Education",4665
"1245","2016/2017","Manitoba","Education",4783
"1246","2017/2018","Manitoba","Education",4845
"1247","2006/2007","Manitoba","Visual and performing arts, and communications technologies",7254
"1248","2007/2008","Manitoba","Visual and performing arts, and communications technologies",3759
"1249","2008/2009","Manitoba","Visual and performing arts, and communications technologies",3759
